(bread#positive),(food),The bread is top notch as well.
(delivery times#neutral),(service),I have to say they have one of the fastest delivery times in the city.
(Food#positive),(food),Food is always fresh and hot- ready to eat!
(coffee#positive),(food),Did I mention that the coffee is OUTSTANDING?
(sushi#positive)(place#positive),(food)(ambience),"Certainly not the best sushi in New York, however, it is always fresh, and the place is very clean, sterile."
(people#neutral),(anecdotes/miscellaneous),"I trust the people at Go Sushi, it never disappoints."
(Japanese food#positive)(Japanese food#neutral),(food),"Straight-forward, no surprises, very decent Japanese food."
(spicy tuna roll#neutral)(spicy tuna roll#neutral)(asian salad#positive),(food),"BEST spicy tuna roll, great asian salad."
(rose roll#positive)(menu#positive),(food),Try the rose roll (not on menu).
(food#positive),(food),"I love the drinks, esp lychee martini, and the food is also VERY good."
(Nicoise salad#neutral),(food),"In fact, this was not a Nicoise salad and was barely eatable."
(menu#positive),(food)(service),"While there's a decent menu, it shouldn't take ten minutes to get your drinks and 45 for a dessert pizza."
(food#neutral)(live entertainment#neutral),(food)(ambience),"Once we sailed, the top-notch food and live entertainment sold us on a unforgettable evening."
(waiter#neutral)(waiter#neutral),(service),Our waiter was horrible; so rude and disinterested.
(sangria#negative),(food),The sangria's - watered down.
(menu#negative),(food),"menu - uneventful, small."
(sushi#positive)(portions#positive)(price#positive),(food)(price),Anytime and everytime I find myself in the neighborhood I will go to Sushi Rose for fresh sushi and great portions all at a reasonable price.
(food#neutral)(food#neutral),(food)(service),Great food but the service was dreadful!
(portions of the food#negative),(food),The portions of the food that came out were mediocre.
(waitress's#neutral),(service),the two waitress's looked like they had been sucking on lemons.
(staff memebers#positive)(parking#neutral),(service)(anecdotes/miscellaneous),"From the beginning, we were met by friendly staff memebers, and the convienent parking at Chelsea Piers made it easy for us to get to the boat."
(desserts#positive),(food)(anecdotes/miscellaneous),We enjoyed ourselves thoroughly and will be going back for the desserts ....
(Desserts#positive)(Tart of the Day#positive),(food),Desserts are almost incredible: my personal favorite is their Tart of the Day.
,(anecdotes/miscellaneous),I am surprised at the lower reviews because it is definitely better than other places I have tried with higher ratings.
,(anecdotes/miscellaneous),Maybe the secret was that we went on a Sunday night and everything was great.
(food#positive)(wine#positive),(food),"The food was extremely tasty, creatively presented and the wine excellent."
,(anecdotes/miscellaneous),WE ENDED UP IN LITTLE ITALY IN LATE AFTERNOON.
,(anecdotes/miscellaneous),WE WERE PLEASANTLY SURPRISED WITH OUR CHOICE.
(LASAGNA#positive),(food),THE LASAGNA WAS PROBABLY THE BEST I HAVE TASTED.
(array of sushi#neutral),(food),Harumi Sushi has the freshest and most delicious array of sushi in NYC.
(cuisine#positive)(owners#positive),(food)(service),"I highly recommend it for not just its superb cuisine, but also for its friendly owners and staff."
(indian food#neutral)(ambiance#positive),(food)(ambience),"If you're craving some serious indian food and desire a cozy ambiance, this is quite and exquisite choice."
(food#positive),(food),I definitely enjoyed the food as well.
,(anecdotes/miscellaneous),have always had a great time here.
(service#positive),(ambience)(service)(food),"It was pleasantly uncrowded, the service was delightful, the garden adorable, the food (from appetizers to entrees) was delectable."
,(anecdotes/miscellaneous),You will be very happy with the experience.
(food#positive)(decor#positive),(food)(ambience),"The food is surprisingly good, and the decor is nice."
(lunch#negative)(dinners#negative),(food),How pretentious and inappropriate for MJ Grill to claim that it provides power lunch and dinners!
(steaks#neutral),(food),Two wasted steaks -- what a crime!
(staff#positive),(service),The staff should be a bit more friendly.
,(anecdotes/miscellaneous),I absolutely suggest this place.
(meatball parm#positive)(meatball parm#neutral),(food),I think the meatball parm is good.
(latin food#positive),(food),"If you want good tasting, well seasoned latin food eat at Cabana and you can't go wrong."
(taglierini with truffles#positive),(food),Definitely try the taglierini with truffles - it was incredible.
(staff#positive),(service),"Also, the staff is very attentive and really personable."
,(anecdotes/miscellaneous),"Overall, this is a great new restaurant that has been consistently good every time I have been."
(gnocchi#neutral),(food),The gnocchi literally melts in your mouth!
(staff#positive)(food#positive)(portobello/gorgonzola/sausage appetizer#neutral),(service)(food),Had a great experience at Trio ... staff was pleasant; food was tasty and large in portion size - I would highly recommend the portobello/gorgonzola/sausage appetizer and the lobster risotto.
(Entrees#negative)(lasagna#negative)(fettuccine Alfredo#negative)(chicken parmigiana#negative),(food),"Entrees include classics like lasagna, fettuccine Alfredo and chicken parmigiana."
(food#positive)(teriyaki#positive),(food),"The food is good, the teriyaki I recommend."
(Meal#positive),(food)(price),Meal was very expensive for what you get.
(Peanut Butter Sorbet#neutral)(pizza with soy cheese#neutral),(food),Try the Peanut Butter Sorbet and the pizza with soy cheese!
(food#neutral)(price#positive),(food)(price),"Good food at the right price, what more can you ask for."
,(anecdotes/miscellaneous),"We love it, and took buses and cabs to get there."
,(anecdotes/miscellaneous),"If you' re in New York, you do not want to miss this place."
(service#positive)(atmosphere#positive),(food)(service)(ambience),"The food is top notch, the service is attentive, and the atmosphere is great."
,(anecdotes/miscellaneous),"I've been coming here on and off for the past five years and I have to say that La Lanterna has never, ever dissapointed me."
(food#neutral)(waitstaff#positive)(atmosphere#positive)(food#positive)(beer#neutral),(food)(service)(ambience),"Great food, great waitstaff, great atmosphere, and best of all GREAT beer!"
(food#positive)(kimono shrimp special#positive)(kimono shrimp special#neutral)(atmosphere#positive),(food)(price)(ambience),this is still one of my most favorite restaurants in the area the food is inexpensive but very good (kimono shrimp special was excellent) and has a great atmosphere.
,(anecdotes/miscellaneous),"My husband and I moved to Nolita 6 years ago and for as long as we have lived here, Peasant has been our favorite!"
,(anecdotes/miscellaneous),The whole experience was satisfying.
,(anecdotes/miscellaneous),"However, it was worth the visit."
(menu#positive),(food)(price),The menu is interesting and quite reasonably priced.
(food#positive)(ingredients#positive),(food),The food was delicious and clearly fresh ingredients were used.
(food#positive),(food),This made it obvious that the food wasn't cooked fresh; it was obviously made before hand and then reheated.
(Appetizer#positive)(meal#positive)(meal#neutral),(food)(price),Appetizer are excellent here; you can make a great (and inexpensive) meal out of them.
(spicy mussels#neutral),(food),The spicy mussels are a highlight.
(Onion Rings#positive),(food),Also get the Onion Rings -- best we've ever had.
,(price),Would not return for the amount we paid.
(food#negative),(food),"However, being foodies, we were utterly disappointed with the food."
(portions#neutral)(service#positive)(prices#positive),(food)(service)(price),"Huge portions, great and attentive service, and pretty good prices."
(service#negative)(food#negative),(service)(food),I was highly disappointed by their service and food.
(waiter#negative)(manager#negative),(service),"I complained to the waiter and then to the manager, but the intensity of rudeness from them just went up."
(food#positive)(milkshakes#positive),(food),The food is great and the milkshakes are even better!
,(ambience),Stay away if you're claustrophobic
,(anecdotes/miscellaneous),"If you're in the 'hood, definitely stop in."
(mushroom barley soup#positive),(food),the mushroom barley soup is amazing.
,(anecdotes/miscellaneous),"On the recommendation of a friend, I checked out Arezzo with my wife."
(food#positive)(staff#positive),(food)(service),"I'm glad I did as the food was very good and the staff was friendly, courteous and efficient."
(duck#positive),(food),Their duck here is also absolutely delicious.
,(anecdotes/miscellaneous),This is definitely one of the places that I have continued to come back to over the years.
(drinks#positive)(food#positive),(ambience)(food),"While it was large and a bit noisy, the drinks were fantastic, and the food was superb."
(curried casseroles#neutral),(food),One caveat: Some of the curried casseroles can be a trifle harsh.
,(food),I wasn't impressed and it wasn't SPICEY????
(food#neutral),(food),The food was almost always EXCELLENT.
(taste#positive),(food),I was pleasently surprised at the taste.
(space#positive),(ambience)(food),"A nice space, as long as it doesn't get too crowded and a singleminded devotion to its chosen cuisine make Mare a great choice for seafood lovers."
(orange donut#neutral),(food),I never had an orange donut before so I gave it a shot.
(atmosphere#neutral)(atmosphere#neutral),(ambience),"they really provide a relaxing, laid-back atmosphere."
(meats#neutral),(food),This particular location certainly uses substandard meats.
,(anecdotes/miscellaneous),I stumbled upon this resteraunt on my way home from the subway.
(Management#negative),(service),The Management was less than accomodating.
(ambience#neutral),(ambience),The ambience is also more laid-back and relaxed.
(teas#positive)(sweets#positive),(food),the teas are great and all the sweets are homemade.
(mojitos#positive)(service#positive),(food)(service),mojitos and the service are the best part in there
(lemon-dressed cobb#neutral),(food),"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes."
,(anecdotes/miscellaneous),this restaurant is absolutely beautiful.
(design#positive),(ambience),The design is very intimate and romantic.
(food#neutral),(food),The food was wonderful and imaginative.
(staff#neutral),(service),The staff is very sharp and they look good too.
(taste#negative),(food),The worst though was the taste.
,(food),"They were dry, stale and pretty flavorless."
(fajita#negative)(mole sauce#positive)(mole sauce#neutral),(food),The fajita we tried was tasteless and burned and the mole sauce was way too sweet.
(roasted chickens#neutral),(food),Stay with the roasted chickens and you'll be fine.
(atmosphere#positive),(ambience),"The atmosphere is warm, comfortable, artsy and sexy."
(food#positive)(selection#positive)(selection#positive)(prices#positive)(drinks#positive),(food)(price),"The food is great (big selection, reasonable prices) and the drinks are really good."
(steak#neutral),(food),The steak melted in my mouth.
(waiters#positive),(service),"The food did take a few extra minutes to come, but the cute waiters' jokes and friendliness made up for it."
(priced#positive),(price),"Most importantly, it is reasonably priced."
(selection of food#positive)(atmosphere#positive),(food)(ambience),"The selection of food is excellent (I'm not used to having much choice at restaurants), and the atmosphere is great."
(dessert#neutral)(taste#neutral),(food)(price),"Only suggestion is that you skip the dessert, it was overpriced and fell short on taste."
(Food#positive),(food),"Food was decent, but not great."
,(anecdotes/miscellaneous),I have no idea why this restaurant is so often overlooked.
,(anecdotes/miscellaneous),"From the moment you walk in, you feel like you're in the perfect place."
(hot dog#positive),(food),i dont know what some people who rave about this hot dog are talking about.
(bar#neutral)(food#positive),(food)(ambience),it is a hidden delight complete with a quaint bar and good food.
,(anecdotes/miscellaneous),"I find that most Kosher restaurants are average to good, but this has been the best I've eaten so far."
(waiters#negative),(service),The waiters ALWAYS look angry and even ignore their high-tipping regulars.
(atmosphere#positive),(ambience),"the atmosphere is very nice, and a welcome escape from the rest of the SI mall."
(food#negative),(price)(food),"Yes, they're a bit more expensive then typical, but then again, so is their food."
,(anecdotes/miscellaneous),"Not terrible, but not the restaurant in the reviews of 2002."
(burgers#neutral)(salads#neutral)(mango margareta#neutral),(food)(price),"I can say that the wraps, burgers and salads were all fresh, tasty and the mango margareta at $9 was WELL WORTH the money."
,(food),It was delicious and large!
(prices#neutral),(price),"Anywhere else, the prices would be 3x as high!"
(service#positive),(service),The service we experienced was friendly and good.
(waiter#positive)(staff#neutral),(service),Our waiter was friendly and it is a shame that he didnt have a supportive staff to work with.
(folding chair#negative)(folding chair#neutral),(ambience),The folding chair I was seated at was uncomfortable.
,(anecdotes/miscellaneous),As we waited I watched 3 seperate groups of diners discuss how dissapointed they also were.
,(anecdotes/miscellaneous),An excellent choice in midtown.
(Service#positive),(service),Service was among the best I have ever had in NYC.
(fettucino alfredo#positive),(food),The fettucino alfredo was amazing.
(food#positive)(vegan options#positive),(food),The food was very good and I was pleasantly surprised to see so many vegan options.
(Indian food#positive)(Indian food#neutral),(food),I know real Indian food and this wasn't it.
(Smoked Trout#positive)(Lamb Chops#positive)(Veal Chops#positive)(Rabbit#positive)(potato gratin#positive),(food),"Be sure to try the Smoked Trout...Lamb Chops, Veal Chops, Rabbit, the potato gratin, on and on and on..."
(food#positive),(food)(service),"Even when the chef is not in the house, the food and service are right on target."
(eggs benedict#positive)(mussels#positive)(hamburger#positive),(food),Everything from the eggs benedict to the mussels and even the hamburger were done well and very tasty.
(waiters#positive),(service),"The waiters were very professional, courteous and attentive."
,(anecdotes/miscellaneous),My boyfriend and I went here last night and LOVED it!
(chicken#positive),(food),The falafal was rather over cooked and dried but the chicken was fine.
(grand marnier shrimp#negative),(food),"I highly reccomend the grand marnier shrimp, it's insanely good."
(food#positive)(food#positive)(food#positive)(food#positive)(service#positive),(food)(service),"We been there and we really enjoy the food, was areally great food, and the service was really good."
(Desserts#neutral)(flan#neutral)(sopaipillas#neutral),(food),Desserts include flan and sopaipillas.
(portions#positive),(food),I was starving and the small portions were driving me crazy!
(wait staff#negative),(service),The wait staff was loud and inconsiderate.
(food#neutral)(service#neutral),(food)(service),"However, the food and service and dramatically lacking."
(sushi#neutral),(food),The sushi is cut in blocks bigger than my cell phone.
(service#positive),(service)(food),"The service is great, my soup always arrives nice and hot."
(crepes#positive),(food),It had been awhile and I forgot just how delicious crepes can be.
(desserts#positive)(creme brulee#neutral)(apple tart#neutral),(food),Montparnasse's desserts--especially the silken creme brulee and paper-thin apple tart--are good enough on their own to make the restaurant worth the trip.
,(anecdotes/miscellaneous),My friend told me about this restaurant for a year before he finally took me this weekend.
(shrimp creole#positive),(food),i had a delicious shrimp creole.
(chicken dinner#positive),(food),The chicken dinner was real good.
(chili signed food items#neutral),(food),Beware of the chili signed food items not unless you want to call the fire department to douse the flames in your mouth.
(decor#positive),(ambience),The decor is designed in a contemporary Japanese style restaurant.
(food#positive),(food),but the food was delicious.
(coconut rice#neutral),(food),"Try the ribs, sizzling beef and couple it with coconut rice."
,(price),The only drawback is that it's a little pricey.
,(anecdotes/miscellaneous),Everything about this place was wonderful.
(avocado salad#neutral),(food),The avocado salad is a personal fave.
(honey BBQ rib tips#neutral),(food),"And, the honey BBQ rib tips are yummy!"
(Chinese food#neutral)(Chinese food#neutral),(food),The BEST Chinese food Uptown!
(Service#positive),(service),Service is known for bending over backwards to make everyone happy.
(atmosphere#positive),(ambience),"The atmosphere is attractive, but a little uncomfortable."
(staff#positive),(service),The staff is very friendly.
(Waiters#positive),(service)(food),Waiters are very friendly and the pasta is out of this world.
(wine list#neutral)(wine list#positive),(food),Great wine list and great cocktail menu.
(crab cakes#positive)(BBQ rib#positive),(food),The crab cakes are delicious and the BBQ rib was perfect.
(food#neutral),(food),"The food is wonderful, artfully done and simply delicious."
(service#positive),(service)(ambience),Tiny restaurant with very fast service.
(sauce#neutral),(food),"The sauce may not be for everyone, since it is distintive."
(service#neutral)(desserts#positive),(service)(price),My husband and I have been there at least 6 times and we've always been given the highest service and often free desserts.
(atmosphere#positive)(atmosphere#positive),(ambience),"A beautiful atmosphere, perfect for drinks and/or appetizers."
,(anecdotes/miscellaneous),Curioni's Pizza has been around since the 1920's.
(pizza#positive),(food),They make the best pizza in New Jersey.
,(anecdotes/miscellaneous),I recently visited over this past summer after being away for a year.
(service#positive)(food#positive)(beer list#neutral)(beer list#positive),(service)(food),"What a difference, the service was very comforting and the food was better than average, but what really standed out was such a dynamic and extensive beer list."
(chinese food#neutral),(food),"Frankly, the chinese food here is something I can make better at home."
(waiter#positive),(service),There was only one waiter for the whole restaurant upstairs.
(soft shell crab#positive),(food),We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate.
(service#positive),(service),"Not to be overlooked, the service is excellent."
(hotdogs#negative),(food),this without question is one of the worst hotdogs i have ever had.
(staff#positive)(Saag gosht#positive),(service)(food),"The staff is unbelievably friendly, and I dream about their Saag gosht...so good."
(garlic knots#neutral),(food),I also recommend the garlic knots.
(Indian food#neutral),(food),Best Indian food I have ever eaten.
,(anecdotes/miscellaneous),You won't be dissapointed.
(pizza#positive),(food),This place has the best pizza.
,(anecdotes/miscellaneous),Culinaria is a welcome addition to the Garment district- far better than any restaurant in the area.
(music#neutral),(ambience),The music which is sometimes a little too heavy for my taste.
(service#positive),(service),The service is excellent and always informative without an air.
(owner#positive)(staff#positive),(service),The owner and staff go to great lengths to make you feel comfortable.
,(ambience),I can't stand this dungeon.
(sushi#positive),(food),The sushi is always fresh and yummy and the menu is pretty varied.
(food#positive)(cooked food#positive)(sushi#positive)(food#neutral)(cooked food#neutral),(food),"The food was great - sushi was good, but the cooked food amazed us."
(dinner specials#positive),(food),their dinner specials are fantastic.
,(food),Delish and made to your liking!
(food#neutral)(drinks#positive)(dining atmosphere#positive),(food)(ambience),"Great food, great drinks, nice dining atmosphere."
(price#negative)(food#negative),(price)(food),"For the price you pay for the food here, you'd expect it to be at least on par with other Japanese restaurants."
(Food portion#negative),(food),Food portion was SMALL and below average.
,(anecdotes/miscellaneous),Do yourself a favor and avoid this place at ALL COST!
,(anecdotes/miscellaneous),since the first time I came here I've been hooked.
(chairs#positive),(ambience),Sit back in one of those comfortable chairs.
,(anecdotes/miscellaneous),"People in the neighborhood seem to love it, too."
,(anecdotes/miscellaneous),"in conclusion, THIS PLACE SUCKS!!!"
(Tacos Pastor#neutral)(Tostada de Tinga#neutral),(food),My favs here are the Tacos Pastor and the Tostada de Tinga...
,(anecdotes/miscellaneous),"Nick Stef's is one of the only places worthy of going in the area, so if you happen to be by Madison Square Garden or Herald's Square check it out!"
,(anecdotes/miscellaneous),Have to tell you: Not at all impressed.
(bartenders#positive)(decor#neutral),(service)(ambience),"The bartenders and the managers are really nice and the decor is very comfy and laid-back, all the while being trendy."
(hot and sour soup#positive)(soup and sandwich meal#positive),(food),"For a savory take on the soup and sandwich meal, try the hot and sour soup."
(drinks#positive)(atmosphere#positive)(service#positive)(food#positive),(food)(ambience)(service),"This bar has it all - great drinks, cool atmosphere, excellent service and delicious food."
(chick peas with shrimp (appetizer#neutral),(food),"Also, the chick peas with shrimp (appetizer) is divine."
(service#positive),(service),"Finally, I got sick of the bad service, obnoxious smirks, and snotty back talk."
,(anecdotes/miscellaneous),How have I never been to Agave before?
,(price),"You're going to drop some coin, but completely worth it, especially if you are looking to impress someone."
(lamb#positive),(food),We ordered lamb which was perfectly cooked and tasted awesome.
(soft shell crab sandwich with fries#positive)(soft shell crab sandwich with fries#neutral),(food),i especially like their soft shell crab sandwich with fries.
(hong kong-style food#positive)(hong kong-style food#neutral)(hong kong-style food#neutral),(food),"if you're looking for authentic hong kong-style food, look no further."
,(anecdotes/miscellaneous),My wife I lived on the west side and found this while visiting firends on the UES.
(wine#positive)(wine#positive),(food),good food good wine that's it.
,(anecdotes/miscellaneous),A nice find in the neighborhood.
(staff#positive),(service),The staff was extremely friendly and pleasant.
,(service),"And as SOON as one person is done, she asked to pick up the plate immediately."
,(anecdotes/miscellaneous),"This place is Italian, not French."
,(anecdotes/miscellaneous),"After so many great reviews here, my bf and I went to Esca to celebrate my birthday last nite."
(kitchen food#positive),(food),"While their kitchen food is delicious, their Sushi is out of this world."
,(ambience),"There was a heat problem to boot, so it was about 40 degrees in the restaurant -- we had to request to uncheck our coats!"
(service#positive)(waitresses#positive)(atmosphere#positive),(service)(ambience),"everything is scrumptious, from the excellent service by cute waitresses, to the extremely lush atmosphere."
(italian food#positive)(italian food#positive)(italian food#neutral),(food),"It's traditional, simple italian food."
,(anecdotes/miscellaneous),My girlfriend and I just spent our 10 month anniversary at Lou Lou.
(food#positive)(rolls#positive)(sushi/sashimi#positive),(food),"The food is all-around good, with the rolls usually excellent and the sushi/sashimi not quite on the same level."
(sashimi#negative),(food),(The sashimi is cut a little thinly.
,(anecdotes/miscellaneous),"Bay Terrace mall is nothing (ok, almost nothing) without it!"
(price#positive),(price),Could have had better for 1/3 the price in Chinatown.
,(anecdotes/miscellaneous),My husband and I had a blast.
,(anecdotes/miscellaneous),personally i say save your money.
(hot dogs#positive)(hot dogs#positive)(breakfast sandwiches#neutral)(English muffins#neutral)(pork product#neutral),(food),"In addition to great hot dogs, DOTP has wonderful breakfast sandwiches that feature, in addition to great things like tator tots and English muffins, a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham."
,(anecdotes/miscellaneous),"Believe me, they live up to the name."
(manager#neutral)(bartender#neutral),(service),"Well, it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for drinks, and then tells us to chill out."
(service#positive)(atmosphere#positive),(service)(ambience),"Not only is the service great, but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable."
(green chillis#positive),(food),"When the dish arrived it was blazing with green chillis, definitely not edible by a human."
(service#neutral)(service#negative),(service)(food),The absolute worst service I've ever experienced and the food was below average (when they actually gave people the meals they ordered).
(lunch#neutral)(take-out#neutral)(dine-in#neutral),(price)(service),It's about $7 for lunch and they have take-out or dine-in.
,(anecdotes/miscellaneous),They are by far the BEST past in New York.
,(anecdotes/miscellaneous),I have eaten here several times before attending an afternoon performance.
,(price),Everything is very cheap.
(fresh juice concoctions#positive),(food),Be sure to accompany your food with one of their fresh juice concoctions.
(food#positive)(prices#positive),(food)(price),The food is great and the prices are reasonable.
(place#positive)(place#positive),(ambience)(food),"The place is clean, and if you like soul food, then this is the place to be!"
,(anecdotes/miscellaneous),You'll see a lot of people eating there after church.
(roast chicken#negative)(salad#negative),(food),I had roast chicken and a salad.
,(anecdotes/miscellaneous),I've been a regular customer at Juice Generation for the last 3 months - my office moved to the Film Center on Ninth Avenue and they are on the next block.
(chicken with avocado#positive)(chicken with avocado#positive),(food),They have a very good chicken with avocado and good tuna as well.
,(anecdotes/miscellaneous),It's the kind of place I like to support!
(meals#neutral),(food),But the meals were terrible.
(chicken#neutral)(sauce#neutral),(food),My chicken was completely dried out and on the cold side and the sauce was not very flavorful.
(Malted Milk Ball Gelato#positive),(food),Malted Milk Ball Gelato - have you ever in your life heard of anything so ridiculously wonderful?
,(anecdotes/miscellaneous),just walk by the window and see all the unbiased positive reviews in all the major nyc publications.
(meal#neutral),(price)(food),Way too much money for such a terrible meal.
,(anecdotes/miscellaneous),Would not recommend anyone to go.
(service#neutral),(service),"However, the service is absolutely horrible."
(bar service#negative),(service),A con was the slow bar service.
(Dessert#neutral),(food),Dessert was also to die for!
(service#positive),(service),"BTW, the service is very good ."
,(anecdotes/miscellaneous),We loved it and will go back!
,(anecdotes/miscellaneous),I came again weeks later with my boyfriend and again had a very nice experience.
(black vinegar#positive)(shredded ginger#neutral),(food),It's eaten with black vinegar and shredded ginger.
(lighting#neutral)(food#negative)(disco pop duo#negative),(ambience)(price)(food),"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate."
,(anecdotes/miscellaneous),We'll definitly be back again!
,(anecdotes/miscellaneous),This is the best Italian restaurant in the city.
(place#positive),(ambience),it is a cozy place to go with a couple of friends.
(service#positive),(service),"The service is always great, and the owner walks around to make sure you enjoy."
(waiters#neutral),(service),because the waiters need SEVERE ATTITUE ADJUSTMENTS.
,(anecdotes/miscellaneous),"There are numerous shavue restaurants in LA, but few out here."
,(anecdotes/miscellaneous),Horrible experience - stay away!
,(anecdotes/miscellaneous),"If this restaurant was in Manhattan, I would definitely go more often."
(food#positive),(food),the food is delicious and highly recommended.
(waiter#negative),(service),"When it came time to take the order the waiter gave us a hard time, walked away then came back with a paper and pen for us to write down what we wanted...excuse me but isn't that his job???"
,(anecdotes/miscellaneous),One of my Fav spots in the city.
,(price)(anecdotes/miscellaneous),"Over priced, overrated....stay away!"
,(anecdotes/miscellaneous),Do not go to this restaurant.
,(anecdotes/miscellaneous),"since i was in the neighborhood, we made sure to give this a try."
,(anecdotes/miscellaneous),All I can say is they are fantastic.
(salads#neutral)(vegetarian platters#neutral),(food),Dieters stick to salads or indulge in vegetarian platters.
(meal#positive),(food),So for a filling and healthy meal give it a go.
,(anecdotes/miscellaneous),I can't imagine how much worse it would have been if we'd gone at a prime time!
,(anecdotes/miscellaneous),I have dined at Mammino several times now and each time it gets bettter.
,(anecdotes/miscellaneous),Definitely something to come down and check out.
(food#positive),(anecdotes/miscellaneous),"Since I cook for a living, I'm very fussy about the food I eat in restaurants."
(service#positive),(service),The service was outstanding.
,(anecdotes/miscellaneous),I went for restaurant week.
(pizza#neutral),(anecdotes/miscellaneous),My friends and I stop here for pizza before hitting the Kips Bay movie theater.
(pizza#positive),(food),We always enjoy the pizza.
(service#positive),(service),The service is pretty good.
,(anecdotes/miscellaneous),I went there with a few friends and will return.
,(anecdotes/miscellaneous),This place has been around for a few years.
(chicken#positive),(food),"Yum, the chicken is great here."
,(anecdotes/miscellaneous),I highly recommend this restaurant!!
,(anecdotes/miscellaneous),You will find everything about Trio to your liking!
,(anecdotes/miscellaneous),This place was the worst.
,(anecdotes/miscellaneous),I ordered from here last week.
,(anecdotes/miscellaneous),"This is a nice sushi restaurant in Brooklyn that's located on 86 street, right underneath the train station."
(food#positive),(food),"The food here was great, a treat from beginning to end."
(host (owner)#neutral),(service),The host (owner) and servers are personable and caring.
,(anecdotes/miscellaneous),I decided to try out this place after hearing about it in many magazines.
(hostess#neutral),(food)(ambience)(service),"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess."
,(anecdotes/miscellaneous),Having moved I truly miss this place.
(food#positive)(service#positive),(food)(service),The food is very good and the service is great.
(Vietnamese Beef Noodle Soup#neutral),(food),I usually get one the Vietnamese Beef Noodle Soup.
,(anecdotes/miscellaneous),"SUM IT: local investment bankers like it, try for yourself at least once."
,(anecdotes/miscellaneous),I started going to dosa hut more after that.
