(bread#positive),(food),The bread is top notch as well.
(dining experience#neutral),(anecdotes/miscellaneous),We were wondering why they were there to make our dining experience miserable?
,(anecdotes/miscellaneous),"Too bad, has a lot of potential."
(Indian food#positive)(Indian food#neutral),(food),"This place has the best Indian food in New York, hands down."
(waiters#positive),(service),The waiters are very friendly and helpful and if you frequent they will remember you.
(interior#neutral)(service#positive),(ambience)(service),Intimate but charming interior with extremely friendly and attentive service.
(food#positive),(food)(ambience),The food was as creative as the decor and both worked.
,(anecdotes/miscellaneous),Siam Square is fairly new to the neighborhood and I think in time will gain the recognition it deserves.
,(anecdotes/miscellaneous),My first experience at Siam Square was very pleasant.
,(anecdotes/miscellaneous),I have gone back to Siam Square many times since and everytime I am very satisfied overall.
(menu#positive)(selection#positive),(food),"The menu is great, with a good selection, and everything that I have tried is absolutely delicious."
,(anecdotes/miscellaneous),We had our Christmas party at Dos Caminos and it was wonderful.
,(anecdotes/miscellaneous),My personal favorite is Nick and Joe's.
(sauce#neutral)(crust#positive),(food),The sauce is zesty and flavorful and the crust is nice and crispy.
(sushi#positive),(food),This place has the best sushi in the city.
(selection#positive)(selection#positive)(rolls with crab#positive),(food),They have an excellent selection (the rolls with crab are really great).
(host#neutral)(bartender#neutral)(servers#neutral),(service),"Everyone who works there (the host, the bartender, the servers) is so helpful."
(food#positive),(food),And the food is fantastic.
(potato spinach gnocchi#neutral)(lamb#neutral),(food),Favourites include: potato spinach gnocchi and the lamb.
,(price),Another great thing about Glechik-everything is very cheap!
(lunch#negative),(anecdotes/miscellaneous),"Unfortunately, we chose this spot for lunch as we had done a lot of walking and ended up at the South St Seaport."
(sandwiches#positive),(food),But regulars know that the sandwiches are the real star here.
(Portuguese cheese cart#neutral),(food),The skillfully chosen Portuguese cheese cart paired with quality port provides the perfect Iberian ending.
(blueberry pancakes#neutral),(food),My friend had a burger and I had these wonderful blueberry pancakes.
(food#positive)(bill#positive),(food)(price),We were so happy with our food and were even more thrilled when we saw the bill.
,(anecdotes/miscellaneous),I would definitely come back to this restaurant.
,(anecdotes/miscellaneous),The place just isn't ready for prime time.
(toppings#positive)(crust#positive),(food),"All toppings are so fresh you'd think they had their own vegetable garden and the crust is so perfect, that one actually thinks of how it was made."
,(anecdotes/miscellaneous),Quartino is my favoriate resturant in NYC.
(service#positive),(service)(food),We've always gotten amazing service and we love the food.
(waitstaff#neutral)(food#neutral),(service)(food),"The waitstaff is solicitous and friendly and always seems glad to see us, and the food is wonderful, if not stunningly creative."
(lobster ravioli#positive),(food),I'm in love with the lobster ravioli!
,(service),My order is on my table even on a busy friday night within 10 minutes (at the most) of hanging up the phone.
(meal#positive),(food),We came across this restaurant by accident while at a DUMBO art festival and thoroughly enjoyed our meal.
(Service#positive),(service)(price)(food),"Service is excellent, no wait, and you get a lot for the price."
(food#positive),(price),I thought the food isn't cheap at all compared to Chinatown.
,(anecdotes/miscellaneous),And you never get the feeling that you need to leave.
(Coffee#positive)(Cosi sandwiches#positive),(price),Coffee is a better deal than overpriced Cosi sandwiches.
(drink#neutral),(anecdotes/miscellaneous),We didn't know if we should order a drink or leave?
,(anecdotes/miscellaneous),great neighbhorhood spot.
,(anecdotes/miscellaneous),Bobb V's is a great place to take your Friends and Family!
(prices#positive),(price)(anecdotes/miscellaneous),") It's not the best Japanese restaurant in the East Village, but it's a pretty solid one for its modest prices, and worth repeat visits."
(food#positive),(food)(service),The food is so good and so popular that waiting can really be a nightmare.
,(anecdotes/miscellaneous),"Here's the thing, you're in the best city in the world for restaurants."
,(anecdotes/miscellaneous),Go spend your money somewhere that really wows you.
,(ambience),"The crowd was older and the restaurant is very cramped, but it has old school charm."
,(anecdotes/miscellaneous),This is a real gem of a place.
,(anecdotes/miscellaneous),I think this a a wonderful place.
(ambience#positive),(ambience),First walking in the place seemed to have great ambience.
(brunch#neutral),(anecdotes/miscellaneous),I went to Kitchenette this weekend for brunch.
,(anecdotes/miscellaneous),"This place doesn't get the publicity that Sylvias Soul Food restaurant does, but it should."
,(anecdotes/miscellaneous),Just because P Diddy had a party at Butter doesn't mean we should be automatically impressed.
(food#positive),(food),Even for two very hungry people there is plenty of food left to be taken home (it reheats really well also).
,(anecdotes/miscellaneous),"Like I said, Nick and Joe's may not be everyone's favorite, but it's mine."
,(service),The help was extremely nice and did not rush us.
(crust#negative),(food),"Then they somehow made a dry and burnt crust, around a raw and cold inside."
(food#positive),(food),"It's just good food, nothing more and that's all we want!"
,(anecdotes/miscellaneous),DON'T KNOW WHAT THE OTHERS ON THE BLOCK WERE LIKE BUT WE WERE PLEASED WITH OUR CHOICE.
(cake#negative),(food),Average cake thats been courted by a LOT of hype.
,(anecdotes/miscellaneous),It's cute and simple and I loved it.
(dinner#positive),(anecdotes/miscellaneous),My wife and I recently visited the bistro for dinner and had a wonderful experience.
(SERVICE#positive),(service)(anecdotes/miscellaneous),THE SERVICE IS PERFECT TOO  NOTHING WRONG IN THIS ITALIAN/FRENCH RESTAURANT
,(anecdotes/miscellaneous),My fiance and I recently wanted to see the city and deceided to take a dinner cruise.
(Delmonico steak#neutral),(food)(price),The $72 Delmonico steak had to be sent back because it was not cooked to order.
(menu#positive),(food),Everytime I go there I can't pick anything to eat and not because the menu is filled with great things to eat.
(rice#negative)(beans#negative)(chicken#negative),(price),Half a chicken with a mountain of rice and beans for $6.25.
(service#positive)(value#positive),(service)(price),"The service is really fast and friendly, and the value is great."
(food#positive)(value#positive),(food)(price),We were very impressed with the food and value.
(garlic soup#neutral),(food),You must try the garlic soup!
(Mediterranean delights#positive)(Mediterranean delights#neutral)(Mediterranean delights#neutral),(food)(price),"Casablanca servces delicious falafel, tabouleh, humus and other Mediterranean delights, which are all very inexpensive."
,(anecdotes/miscellaneous),"Even after a few bad evenings at Bardolino, I keep coming back."
(pizza's#positive),(food),"The pizza's are made fresh, crispy, and ready to serve."
,(anecdotes/miscellaneous),"There are many french bistros in the midtown area, and I wholheartedly recommend this one."
(Staff#positive),(service),Staff is accomodating make sure you are satified.
(Chef#neutral),(food),Chef Waldy's always measures up.
,(anecdotes/miscellaneous),This diamond in the ruff is definitely worth my 10-minute walk from the 6 train.
,(anecdotes/miscellaneous),"Being a vegan myself, I've made a point of trying all the vegan restaurants in Manhattan--and Zen Palate is easily my favorite."
,(anecdotes/miscellaneous),Don Pedro's is one of my favorite restaurants.
(sushi#positive),(price)(food),Reasonably priced with very fresh sushi.
(Seafood Paella for two#neutral),(food),Go for the Seafood Paella for two.
(Sangria#positive),(food),All of the apetizers are good and the Sangria is very good.
,(anecdotes/miscellaneous),Cantinetta is a real treasure in a see of mediocre Italian restaurants.
(service#positive)(server#positive),(service),"The one positive thing I can say is that the service was prompt, we got seated right away and the server was very friendly."
(food#positive),(service)(food),The staff greeted me warmly at the door and I was seated promptly and the food was excellent.
,(anecdotes/miscellaneous),Whether one pizza place is better than another is often very subjective.
,(anecdotes/miscellaneous),Really nice restaurant to go with a group or on a date.
(Service#positive),(service),Service is usually pretty good.
(Host#neutral)(Hostess#neutral),(service),Host and Hostess was quite rude.
,(anecdotes/miscellaneous),You will not be missing anything.
,(anecdotes/miscellaneous),I discovered Applebees when I went away to college in VA.
(wait staff#positive)(meal#positive),(service)(food),"the wait staff is very friendly, if your not rude or picky.......our meal at Leon last weekend was great -."
(salmon dishes#neutral),(food),I recommend any of their salmon dishes......
(foie gras#positive)(foie gras#neutral),(food),The foie gras was sweet and luscious.
(menu#neutral),(food),"The menu, which changes seasonally, shows both regional and international influences."
(mac cheese#neutral),(food),but their mac cheese was YUMMY!
(brunch menu#neutral),(food),their brunch menu had something for everyone.
(jazz singer#positive),(ambience),jazz singer had a nice voice + she made us all get up to dance to shake some cals to eat some more.
,(anecdotes/miscellaneous),"I often find myself with time to kill in Times Square, which is a shame since I don't love this area."
(service#positive)(service#positive),(service),They have very quick service which is great when you don't have much time.
(food#positive)(breakfast food#positive)(food#positive)(breakfast food#positive),(food),"The food is average: breakfast food, soups, salads, sandwiches, etc."
(FOOD#negative),(food),I WAS HIGHLY DISAPPOINTED BY THE FOOD.
(BANANA PUDDING#positive)(CRABCAKES#positive)(MAC AND CHEESE#positive),(food),"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN,THE CRABCAKES ARE WAY OVER SALTED AND DON'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE."
(staff#negative)(prices#positive),(service)(price),"The staff is arrogant, the prices are way high for Brooklyn."
,(anecdotes/miscellaneous),This place is average... at best.
(service#positive),(service),the service is prompt friendly.
,(anecdotes/miscellaneous),Whatever the reason it is definitely the place to be.
(food#positive),(food),This is literally a hot spot when it comes to the food.
(downstairs bar scene#positive),(ambience),The downstairs bar scene is very cool and chill...
(food#positive),(food)(price),"The food was definitely good, but when all was said and done, I just couldn't justify it for the price (including 2 drinks, $100/person)..."
(casual lunches#positive),(anecdotes/miscellaneous),I've come here for casual lunches as well as for a friend's birthday and I always enjoy myself.
(Tequila#negative),(food),If you are a Tequila fan you will not be disappointed.
(beer selection#neutral),(food),"Great beer selection too, something like 50 beers."
,(anecdotes/miscellaneous),"After reading the great reviews, I invited a die-hard downtown friend of mine to join me at TASTE."
(delivary#negative),(service),Not to sound too negative but be wary of the delivary.
,(anecdotes/miscellaneous),Feels like family when we go there.
(food#positive),(food)(price)(service),"I found the food to be just as good as its owner, Da Silvano, just much less expensive."
(homemade pastas#positive),(food),They have homemade pastas of all kinds -- I recommend the gnocchi -- yum!
(flavor#neutral),(food),"My vegetable risotto was burnt, and infused totally in a burnt flavor."
,(anecdotes/miscellaneous),What a pleasant surprise!
(price#positive),(price),The main draw of this place is the price.
(service#neutral),(service),How can hope to stay in business with service like this?
(dinner#negative),(food)(price),"But dinner here is never disappointing, even if the prices are a bit over the top."
(homemade sorbets#positive),(food),"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!"
(homemade Guacamole#positive)(entree#neutral)(deserts#positive),(food),"the homemade Guacamole, the unbelievable entree, and thee most amazing deserts."
(sushi#positive)(priced#positive),(food)(price),The sushi is reasonably priced and fresh.
,(food)(service)(ambience),"It's no-fuss, fast and delicious."
(deserts#neutral),(food),Save room for deserts - they're to die for.
(grill#positive)(Churrasco#positive)(Ribs#positive),(food),Best things to order are from the grill (Churrasco and Ribs).
(traditional Italian items#positive)(traditional Italian items#positive)(traditional Italian items#neutral)(setting#positive),(food)(price)(ambience),The traditional Italian items are great - cheap and served in a cozy setting.
(iced blended mocha#neutral)(hot white mocha#neutral)(iced blended mocha#neutral)(hot white mocha#neutral)(iced blended mocha#positive)(hot white mocha#positive)(iced blended mocha#neutral)(hot white mocha#neutral),(food),Whether your choose the iced blended mocha or the hot white mocha you are sure to be extremely happy.
(late lunch#negative),(anecdotes/miscellaneous),last Tuesday for a late lunch with a friend.
,(food),It was delish and I didn't feel bad eating it.
(parmesan cheese#neutral),(service),Another friend had to ask 3 times for parmesan cheese.
(waitress#negative)(food#negative)(wine#negative),(service),"Our waitress had apparently never tried any of the food, and there was no one to recommend any wine."
(service#negative)(portions#positive),(service)(food)(anecdotes/miscellaneous),"The service was a bit slow and the portions are a bit small so if you are hungry and in a rush, this is not the place for you."
,(anecdotes/miscellaneous),"No doubt the next time we want to go out for a special occasion or are entertaining guests from out of town, Spirit and Bateaux will be our destination."
,(anecdotes/miscellaneous),i would recommend Jewel Bako if you want to feel like you were kicked in the groin and had to pay for it too.
(ambiance#positive),(ambience)(anecdotes/miscellaneous),"The ambiance was pretty cool, but not worth the hassle."
(salad#negative)(salad dressing#negative)(quesedilla#negative),(service),The unfortunate lady next to us thought she had ordered a salad (including asking for salad dressing) and was instead given a quesedilla.
(pizza's#positive),(food)(anecdotes/miscellaneous),"El Nidos one of the best restaurants in New York which I've ever been to, has a great variety of tasty, mouth watering pizza's."
(service#negative)(food#neutral),(service)(food)(price)(anecdotes/miscellaneous),"The service was pretty poor all around, the food was well below average relative to the cost, and outside there is a crazy bum who harasses every customer who leaves the place."
(food#neutral)(food#positive)(staff#positive),(food)(price)(service),Although I moved uptown I try to stop in as often as possible for the GREAT cheap food and to pay the friendly staff a visit.
(bar#negative),(anecdotes/miscellaneous),I had to wait for my friend at the bar for a few minutes
(Chef#positive),(food),"Chef Vincenzo, always there if you need him, is a real talent and a real Roman."
(Indian food#positive)(Indian food#neutral)(service#positive),(food)(service),"If you're looking to taste some great Indian food and want good service, definitely visit Curry Leaf."
(kompot#neutral),(food)(anecdotes/miscellaneous),"You must try Odessa stew or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot)."
(lunch#positive),(food),My daughter and I left feeling satisfied (not stuffed) and it felt good to know we had a healthy lunch.
,(anecdotes/miscellaneous),I'm almost tempted to give this place a bad review so I can keep the crowds away...been going there on and off for a year now and it's really my fave hang out in the city.
(waitress#negative),(service),"When she complained, the waitress said, Sorry."
(quality of the meat#neutral),(food),The quality of the meat was on par with your local grocery store.
(fresh juices#positive),(food),They specialize in smoothies and fresh juices.
,(food),"It first came well done, and I politely sent it back."
(black roasted codfish#neutral)(dish#positive),(food),"I recommend the black roasted codfish, it was the best dish of the evening."
(waiter#negative)(menu#negative)(manager#negative),(service)(anecdotes/miscellaneous),The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else.
(chicken#negative),(food),"In mi burrito, here was nothing but dark chicken that had that cooked last week and just warmed up in a microwave taste."
(reservation#positive),(anecdotes/miscellaneous),"during busy hrs, i recommend that you make a reservation."
,(anecdotes/miscellaneous),Don't waste your time or your money.
,(anecdotes/miscellaneous),"it's good but, like the movie is never as good as the book, this is same analogy."
,(anecdotes/miscellaneous),it was a very warm experience.
(brunch#positive),(anecdotes/miscellaneous),I went to Common Stock for brunch and I was so impressed.
(sushi#neutral)(sushi#neutral),(food),"now called nikki sushi, sushi is OK."
(food#positive),(food)(service),The food is also outstanding and is served quite quickly.
,(price)(anecdotes/miscellaneous),I just have nothing to say about this place that is negative except that it's not a cheap night out...but it's SO worth it.
(erbazzone emiliana#neutral),(food),"From the erbazzone emiliana to the mostarda on the cheese plate, the dishes at this restaurant are all handled with delicate care."
(food#positive)(vibe#positive),(food)(ambience),The food is delicious and the bar has a great vibe.
,(anecdotes/miscellaneous),expectations were real hi reading the '10's'.
(candlelight#neutral)(music#neutral),(ambience),There's candlelight and music.
,(anecdotes/miscellaneous),It's nice to find a place that is open 24 hours (especially in downtown Brooklyn).
(food#positive)(food#positive)(food#neutral),(food)(price),Simple healthy unglamorous food cheap.
(dining experience#positive),(anecdotes/miscellaneous),"It was such a fantastic dining experience, that I returned again the same week."
(food#positive)(service#positive),(food)(service),"To be fair, the food still is good and the service is quick and attentative even though its usually very busy."
(place#positive)(food#positive),(ambience)(food),The place is absolutely adorable and the food is delicious.
(Chicken Teriyaki#negative)(Garlic Shrimp#negative),(food),I ordered the Chicken Teriyaki and my husband got Garlic Shrimp.
(Japanese food#positive)(Japanese food#neutral),(food),I've had better Japanese food at a mall food court.
(staff members#positive),(service),The staff members are extremely friendly and even replaced my drink once when I dropped it outside.
(atmosphere#neutral),(ambience)(anecdotes/miscellaneous),Cool atmosphere but such a let down.
(Sashimi portion#positive)(artifical lobster meat#neutral),(food),"The Sashimi portion are big enough to appease most people, but I didn't like the fact they used artifical lobster meat."
(wheat crusted pizza#positive)(ingredients#positive),(food),They have wheat crusted pizza made with really fresh and yummy ingredients.
(dinner#positive)(service#positive),(food)(service),"Had a lovely dinner in this dedicated seafood joint, food was well-prepared and -presented and the service was pleasant and prompt."
(cake#positive),(food),"the icing MADE this cake, it was fluffy, not ultra sweet, creamy and light."
(slices#positive),(price)(service)(anecdotes/miscellaneous),"Finally let into the store 5 at a time, to buy expensive slices from a harried staff."
(wait staff#negative),(service)(anecdotes/miscellaneous),We ended up having to just leave because we were essentially being ignored by the wait staff--even though the rest of the restaurant was largely empty.
(wine list#positive),(food)(price),"The wine list is extensive, well priced and covers alot of regions."
(salads#positive),(food),Go here if you want fresh and tasty salads of any type you can imagine.
(bathroom#positive),(anecdotes/miscellaneous)(ambience),Everything about this place is adorable - even the bathroom!
(food#positive)(prices#positive)(service#positive)(repast#positive),(service)(food)(price),"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast."
(WAITERS#neutral),(anecdotes/miscellaneous),THEY HAVE WAITERS ON THE SIDEWALK TRYING TO PULL YOU IN WHICH MADE US SUSPICIOUS.
(ITALIAN MEAL#positive),(anecdotes/miscellaneous),IT WAS OUR ONLY OPPORTUNITY TO VISIT AND WANTED AN AUTHENTIC ITALIAN MEAL.
(pizza#neutral),(food)(anecdotes/miscellaneous),It took 100 years for Parisi to get around to making pizza (at least I don't think they ever made it before this year)...but it was worth the wait.
(steak#neutral),(food),I asked for a simple medium rare steak.
"(dish#neutral)(organic grilled burgers#positive)(organic grilled burgers#neutral)(dish#neutral)(Jerusalem market-style falafel wraps#neutral)(Mediterranean salads--layered with beets, goat cheese and walnuts#neutral)",(food),"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets, goat cheese and walnuts--are equally scrumptious."
(dining experience#negative)(waiter#positive),(anecdotes/miscellaneous),"Probably my worst dining experience in new york, and I'm a former waiter so I know what I'm talking about."
(texture#neutral)(texture#positive)(hint of cocoa#positive),(food),"Result (red velvet): Great texture, soft and velvety, nice hint of cocoa."
(round corner table next to the large window#positive),(anecdotes/miscellaneous),Ask for the round corner table next to the large window.
(twist on pizza#neutral),(food),"Their twist on pizza is heatlhy, but full of flavor."
(AC#negative),(ambience)(anecdotes/miscellaneous),The lack of AC and the fact that there are a million swarming bodies (although everyone is polite and no one is pushing) is a slight turn off.
(sales people#neutral)(service#neutral),(anecdotes/miscellaneous)(service),"I love the Little Pie Company as much as anyone else who has written reviews, but must discourage anyone from visiting the Grand Central location due to their RUDE service from two sales people."
(location#positive),(anecdotes/miscellaneous),"Unfortunately, unless you live in the neighborhood, it's not in a convenient location but is more like a hidden treasure."
(display and quality of the food#neutral),(food),Didn't seem like any effort was made to the display and quality of the food.
(food#positive),(food),The food--though mostly deep-fried--is simple and satisfying.
,(anecdotes/miscellaneous),We live in the neighborhood and have been going there twice a week since the day they first opened.
(food#neutral),(ambience)(food),"Glechik might be way too tiny for a restaurant by Russian standards, but it is cozy and the food is simply GREAT."
(food#positive)(Italian cuisine#positive)(Italian cuisine#neutral),(food),The food was excellent - authentic Italian cuisine made absolutely fresh.
(atmoshere#negative),(ambience),At night the atmoshere changes turning into this hidden jewel that is waiting to be discovered.
(place#neutral)(food#positive),(ambience)(food)(service),"The other times I've gone it's romantic date heaven, you can walk in get a booth by the windows, be treated like a VIP in a not-crowded place, with great food and service."
(coffee#positive),(food),I would only go for the coffee which is way better than Starbucks or the like.
,(anecdotes/miscellaneous),I used to be a regular costumer at pongal until dosa hut opened right next door to it.
(wine list#neutral)(wine list#negative),(food),Somewhat disappointing wine list (only new vintages.
,(anecdotes/miscellaneous),"Both were very good, but nothing you couldn't get at similar restaurant."
(priced#negative)(food#negative)(scenery#negative),(food)(price)(ambience),If your looking for nasty high priced food with a dash of ghetto scenery cheap BX A$$ this is the place to be!!
(new hamburger with special sauce#positive)(new hamburger with special sauce#positive)(big mac#positive),(food),new hamburger with special sauce is ok - at least better than big mac!
(portions#positive),(food),"Perfectly al dente pasta, not drowned in sauce -- generous portions."
(food#positive),(price)(food),"I can understand the prices if it served better food, like some Chinese restaurants in midtown/uptown area."
(Service#negative),(service)(anecdotes/miscellaneous),Service was awful - mostly because staff were overwhelmed on a Saturday night.
(owners#positive),(anecdotes/miscellaneous),"To the owners; good job guys, this place is a keeper!"
(owner#positive),(service),and the owner is simply lovely and friendly.
(place#positive)(place#positive),(ambience),This little place is wonderfully warm welcoming.
(meal#positive),(anecdotes/miscellaneous),perfect for a quick meal.
(place#positive),(ambience),Has the warmth of a family local yet it is a great place to watch sporting events.
(service#positive),(service)(price),"The service was great, and they have a whole great deal for birthdays."
(staff#neutral)(food#positive),(service)(food),The staff is 100% Italian and the food is as authentic as it gets.
(fortune cookies#negative)(cookie#negative),(anecdotes/miscellaneous),My only complaint might be the fortune cookies - I've never had a cookie predict bad luck for me before I visited Kar.
(sushi lunch#positive),(anecdotes/miscellaneous),Good for a quick sushi lunch.
(back patio#positive),(food)(ambience),Have a mojito and sit in the back patio.
(service#negative),(service),The service was dreadfully slow (the place was only half full) and a smile would have been nice...
(meal#positive)(braised lamb shank with mashed potatoes#positive)(braised lamb shank with mashed potatoes#neutral),(food),I went this past Saturday and had a excellent meal of consisting of a braised lamb shank with mashed potatoes.
(waitress#neutral)(soy sauce#neutral)(lunch#neutral),(service),The waitress came by to pick up the soy sauce WHILE we were eating our lunch!!!!!
(bar#neutral)(bartender#neutral),(service),"So we sat at the bar, the bartender didn't seem like he wanted to be there."
(fried pork dumplings#negative)(orange chicken/beef#neutral)(fried rice#negative),(food),"I reccomend the fried pork dumplings, the orange chicken/beef, and the fried rice."
(menu#neutral),(food),You will not be dissapointed by any of the choices in the menu.
(french fries -- with the kalmata dip#positive)(french fries -- with the kalmata dip#positive),(food),The french fries -- with the kalmata dip were terrific!
(wait#neutral)(manager#neutral)(bartender#neutral)(drinks#neutral),(service),"Would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the bartender to spill the drinks you just paid for?"
(boutique selection of wines#negative),(food),The boutique selection of wines covers a wide variety without being imposeing.
,(ambience),"If you're lucky and there's not a private party going on back there, you'll get a chance to really chill out."
(assortment of wraps#positive)(traditional Mediterranean fare#positive),(food),They also have a great assortment of wraps if your not in the mood for traditional Mediterranean fare.
(middle eastern spreads#neutral)(middle eastern spreads#neutral)(spinach thing#positive)(lamb kebabs#positive),(food),"Fresh veggies, all sorts of middle eastern spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... soooo much fooood, and all of it delicious."
(Saketini#neutral),(food),"Disappointingly, their wonderful Saketini has been taken off the bar menu."
(look#negative),(ambience),In Short The Black Sheep distinguishes itself from the Midtown pub herd with a look that's a mix of sports-bar butch and ornate kitsch.
(martinis#positive),(food)(anecdotes/miscellaneous),I would definitely go back -- if only for some of those exotic martinis on the blackboard.
,(anecdotes/miscellaneous),They are located off the beaten path but are certainly worth the trip.
(chairs#positive)(table#positive),(service)(anecdotes/miscellaneous),then she made a fuss about not being able to add 1 or 2 chairs on either end of the table for additional people.
(happy hour#positive)(happy hour#positive),(price)(service)(ambience),"The happy hour is so cheap, but that does not reflect the service or the atmosphere."
(waiter#neutral)(kitchen#neutral)(waiting#neutral),(service),"After waiting for almost an hour, the waiter brusquely told us he'd forgotten to give the kitchen our order."
(quaility#negative)(atmosphere#negative),(ambience)(anecdotes/miscellaneous),With all the mundane or mediocre places on 8th avenue it is nice to have one that is a step above in quaility and atmosphere.
(space#negative)(treats#positive)(prices#neutral),(ambience)(food)(price),"A mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices."
(menu#neutral),(food)(anecdotes/miscellaneous),"Give it a try, menu is typical French but varied."
(seats#positive),(ambience)(service),It gets crowded at lunchtime but there are lots of seats in back and everyone who works there is so nice.
(value#positive),(price)(ambience),"but for the value, it was a great affordable spot to enjoy a fun night out with small group."
(attitude#positive)(attitude#positive)(food#positive),(service)(food),the negative reviews on city search are probably from jealous competing restaurants who realize they can't compete with Temple's entire positive attitude about the proper way to treat their customers and deliver top quality food.
(glass of wine#neutral),(service)(food),We ordered a glass of wine and were finished eating and paying before the wine came.
(flavors#positive),(food),"It was good, but none of the flavors WOW."
(place#positive)(place#positive)(service#positive),(service)(ambience),"Overall, this is a nice place to take a few friends to hang out at and the service is excellent."
(price#positive),(food)(price),Food is excellent quality for a good restaurant price.
,(anecdotes/miscellaneous),"Actually, everyone who worked there seemed to be annoyed."
(burrito#positive),(price)(food),"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert."
(space#positive),(ambience),The space is traditional in feel.
(reservations#negative),(service),"the restaurant was completely empty, but she gave me a dirty look and asked, no reservations?"
(food#negative)(interior#positive)(dining#positive),(food)(ambience)(service),the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.
(service#neutral)(food#positive)(value#positive),(service)(food)(price),"Good service, great food, good value, and never have to wait in line!"
(hot cakes#positive),(food),Offerings like hot cakes and the Egg McMuffin sandwich are available for breakfast.
