(bread#positive),(food),The bread is top notch as well.
(service#negative)(food#negative),(service)(food),"I have been going to this restaurant for years, in the past the service was average and the food inconsistant."
(music#neutral)(drinks#positive),(ambience)(food),"The music was fascinating, but left room for conversation, and the bartender made superb drinks."
(rice dishes#positive)(noodle dishes#positive)(ice drink#neutral),(food)(price),rice dishes and noodle dishes rarely exceed $5 and add on a refreshing ice drink for $2 and you're set for the night!
(Cuisine#neutral)(bill#neutral)(asian fusion#neutral)(billed#neutral),(price)(food),Cuisine is billed as asian fusion - doesn't meet the bill.
(dishes#neutral)(king crab salad with passion fruit vinaigrette#neutral)(fettuccine with grilled seafood in a rosemary-orange sauce#neutral)(fettuccine with grilled seafood in a rosemary-orange sauce#neutral)(bistro menu#neutral),(food),Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.
"(""Roy's Classics""#neutral)(recipes#neutral)(macadamia-crusted mahi mahi#neutral)(sweet honey-mustard beef short ribs#positive)(sweet honey-mustard beef short ribs#neutral)(sweet honey-mustard beef short ribs#positive)",(food),"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true recipes, such as macadamia-crusted mahi mahi, or subtly sweet honey-mustard beef short ribs."
(cold sesame noodles#positive)(cold sesame noodles#negative)(cold sesame noodles#positive),(food)(price),"The cold sesame noodles, which are a freebie when you order $10+, are delectable."
(meal#positive)(food#neutral),(ambience)(food),"I came to fresh expecting a great meal, and all I got was marginally so-so food served in a restaurant that was just so freezing we couldn't enjoy eating."
(argentine chorizo appetizer#neutral)(argentine chorizo appetizer#neutral)(fennel flavored Italian sausage#neutral)(fennel flavored Italian sausage#neutral),(price)(food),The lone argentine chorizo appetizer at $8.95 was a heavy fennel flavored Italian sausage like the ones that sell for $2.99/lb at the store.
(dinner#positive),(anecdotes/miscellaneous),"I went to Swiftys with some friends of the family and we had a very nice dinner, but nothing amazing."
(value#positive)(value#positive),(service)(price)(anecdotes/miscellaneous),"Best Chinese on the Upper East, prompt delivery, good value."
(soy mayonaise#positive),(food),Most of the sandwiches are made with soy mayonaise which is actually pretty good.
(hostess#positive)(hostess#neutral),(service),i went in one day asking for a table for a group and was greeted by a very rude hostess.
(dinner#neutral),(anecdotes/miscellaneous),It's worthwhile to take a cab to Chelsea just for an awesome dinner at My Chelsea.
(food#positive)(food#positive)(staff#neutral),(food)(service),"Not only is the food authentic, but the staff here are practically off-the-boat, they are young and hip and know what they are doing when it comes to food and wine."
(music#positive)(tapas#positive)(selection of wines (primarily Spanish)#positive),(ambience)(food),"It has good music, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip neighborhood clientele."
(food#positive)(cold sesame noodles#negative),(food),"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs."
(food#neutral)(food#neutral),(food),"And the food, well the food will keep you coming back."
(entrees#neutral)(Waiting#neutral),(service),Waiting three hours before getting our entrees was a treat as well.
(place#positive),(ambience),It's the conversations that make this a fun place to be.
(duck confitte#positive),(food),"My gf's duck confitte was very solid as well, although i have little base of reference."
(wine list#positive)(atmosphere#positive)(atmosphere#positive),(food)(ambience),"The wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation."
(price#positive),(food)(price),You can eat gourmet food at a fast food price.
(service#neutral)(prices#positive),(food)(service)(price),"I've eaten at all three locations and I always love, love the food, the service is always wonderful and the prices are really reasonable."
(food#positive),(food),"Not because I was pregnant, but the food here is always delicious."
(meal#positive),(food),Had a great meal there this weekend before heading to the movies!
(food#positive),(food)(service),We had a birthday party here recently and the food and service was amazing.
(entrees#positive)(seafood#positive)(steaks#positive)(non-meat alternatives#neutral),(food),"the dinner menu offers a variety of great entrees, including fresh seafood and huge steaks, there's also a couple of non-meat alternatives."
(menu#neutral)(food#positive),(food),This place has the strangest menu and the restaurants tries too hard to make fancy food.
(appetizers#neutral)(service#negative),(food)(service),"The appetizers are ok, but the service is slow."
(price#positive),(price)(food),the food - not worth the price.
(entree#negative),(service),"What can you say about a place where the waitress brings out the wrong entree, then verbally assaults your 80 year old grandmother and gives her lip about sending it back (which she did politely, by the way)."
(prices#neutral),(price),The prices are not terrible.
(bill#neutral)(gratuity#neutral),(price),15% gratuity automatically added to the bill.
(halibut cheek appetizer#positive)(portion of foie gras#positive)(portion of foie gras#neutral),(food),"The halibut cheek appetizer came with a generous portion of foie gras, but that's about the only positive thing I can say about the meal."
(Food#positive)(empenadas#positive),(food),Food is excellent and they also have empenadas and plaintains which are good for an afternoon snack.
(pasta specials#positive)(appetizer#positive),(food),Both a number of the appetizer and pasta specials were amazing.
(Filet-O-Fish sandwich#neutral)(McDonald's famous french fries#neutral)(McDonald's famous french fries#positive)(entree-sized salads#neutral),(food),"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options like entree-sized salads are also available."
(noise#neutral),(ambience),"Although somewhat loud, the noise was minimally intrusive."
(pizza#negative),(ambience)(food),"It's a basic pizza joint, not much to look at, but the pizza is what I go for."
(Tables#negative),(ambience),"Tables are close, so you better be comfortable bumping elbows with other patrons."
(lunch#positive),(anecdotes/miscellaneous),Was her Monday for lunch - was working on a film in the area - and found this rare jewel.
(scene#positive),(ambience),"Not too much so, but enough that there's a great scene."
,(anecdotes/miscellaneous),You feel like you made it to New York when you eat here.
,(anecdotes/miscellaneous),We'd walked by it dozens of times and finally settled on a Monday night.
,(anecdotes/miscellaneous),"SUM IT: don't read the '10's' reviews, try it to judge for yourself so you won't have as hi expectations, then you'll be sure to enjoy it."
,(service),"We went there, no one greeted us."
(blue bar area#positive),(ambience),Dug the blue bar area too.
,(ambience),We spent so much time getting elbowed around while we waited we left.
(upstrairs dining area#neutral),(anecdotes/miscellaneous),"I got the opportunity to dine at your establishment again a few weeks ago, I was in your upstrairs dining area."
(veggie burger#positive)(vegetables#positive),(food),"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive blend of chickpeas, carrots and other vegetables and spices."
(tables#negative),(ambience),"At peak times, the restaurant is overcrowded and tables are uncomfortably close."
(service#neutral),(service),The service was on point - what else you would expect from a Ritz?
(sweet corn-foie gras brulee#neutral)(sweet corn-foie gras brulee#positive)(sweet corn-foie gras brulee#neutral),(food),"Menus feature seasonal picks, like sweet corn-foie gras brulee."
(Carinthia cheese ravioli with wild mushrooms#positive)(Carinthia cheese ravioli with wild mushrooms#positive)(caviar-topped sturgeon#neutral)(green spinach-vodka sauce#positive)(green spinach-vodka sauce#positive),(food),"Innovations are just as assured, from the simple Carinthia cheese ravioli with wild mushrooms to the caviar-topped sturgeon, beautifully matched with a bright green spinach-vodka sauce."
(burgers#positive)(burgers#positive)(patties#positive)(patties#positive)(patties#neutral),(food),"And these are not small, wimpy fast food type burgers - these are real, full sized patties."
(delivery service#positive),(ambience)(service),"There restaurant is very casual, but perfect for lunch, and their delivery service is always very fast."
(quality#positive)(prices#neutral),(food)(price),Chinatown definitely has better quality with cheaper prices.
(staff person#neutral),(service),I had to flag down a third staff person for a fork... so now it's goodbye Little RUDE Pie Company.
,(anecdotes/miscellaneous),I have been in NYC for over 10 years and could not find this delicacy east of the Hudson .
(specials#neutral)(salmon#neutral),(food),"Go with the specials, and stay away from the salmon. "
(pastas#positive),(food),The pastas were pretty good.
(Atmosphere#neutral),(ambience),Atmosphere is a bore.
(decor#neutral),(ambience),The decor is what initially got me in the door.
(wait staff#positive),(service),The wait staff was very attentive and polite.
(food#positive),(food)(anecdotes/miscellaneous),"Great restaurant, and even greater food!"
(dishes#positive)(place#positive)(place#positive),(food)(ambience),The dishes are remarkably tasty and such a cozy and intimate place!
(desserts#positive),(food),Save room for the desserts! ;-)
(staff#neutral),(food)(service),"I love the simplicity and respect which was given to the food, as well the staff was freindly and knowledgable."
(Service#positive)(atmosphere#positive),(service)(ambience),Service was good and so was the atmosphere.
(fish#positive),(food),MY date and I both ordered the Branzini and both felt the fish was very average.
,(anecdotes/miscellaneous),We were there March 7 and found Maison very nice.
(food#positive)(service#positive)(price#positive),(food)(service)(price),"The food was good, the service prompt, and the price very reasonable. "
(menu#neutral)(service#positive),(food)(ambience)(service),"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!"
(food#neutral)(wine#positive)(host#positive),(food)(service),"Great food, good wine and an excellent host."
,(anecdotes/miscellaneous),went there last night with my coworker.
(Pizzas#positive)(main courses#positive),(food),Pizzas were excellent in addition to appetizers and main courses.
(calamari#neutral)(pasta#neutral)(Sliced steak entree#neutral),(food),"Definitely try the calamari, any pasta, or even the Sliced steak entree."
(caeser salad#positive),(food),The caeser salad was great.
(fried calamari#positive)(fried calamari#negative),(food),The fried calamari was even better!
(atmosphere#positive),(ambience),The atmosphere was nice but it was a little too dark.
(food#positive),(food),The food was good overall. 
(food#positive),(food)(service),The food was outstanding and the service was tops.
(portions#positive)(service#positive),(food)(service),The portions are very large and the service is fantastic!!
(chicken milanese#negative),(food),I recomend the chicken milanese.
(tapas#positive)(tapas#positive)(prices#positive)(prices#positive)(prices#positive),(food)(price)(ambience),"excellent tapas at great prices, romantic, small but not overly crowed, excellent"
(service#negative),(service),"The service is a quite slow, but friendly."
(chocolate raspberry cake#positive),(food),"The chocolate raspberry cake is heavenly- not too sweet, but full of flavor."
(waiter#positive)(food#positive)(wine#positive),(service)(food),"Our waiter was helpful and charming, the food was perfect, and the wine was good, too."
,(ambience),Alias is warm and cozy and you don't get that squished-in feeling you get at 71 Clinton.
(MEAL#negative)(SERVICE#negative),(food)(service),I HAVE NEVER HAD A BAD MEAL(OR BAD SERVICE )@ PIGALLE.
(hot dogs#neutral)(hot dogs#positive),(food),Best hot dogs in the tri-state area.
,(anecdotes/miscellaneous),This is a typical example of an establishment in which its owners do not know anything about the restaurant business!
,(anecdotes/miscellaneous),"I would not recommend MEET at all, it is a rip off all the way from the time to step in!"
,(anecdotes/miscellaneous),Went there for a special celebration.
,(ambience),The restaurant was quiet and intimate.
(service#positive),(service),The service was very attentive and very generous.
(food#positive),(food),"We had tons of great food, wine, and desserts."
(dining experience#positive),(anecdotes/miscellaneous),Really Lovely dining experience in the midst of buzzing midtown area.
,(anecdotes/miscellaneous),"OK, I've been to Dumont a few times now."
(food#positive)(service#neutral),(food)(service),The food really isn't very good and the service is terrible.
,(anecdotes/miscellaneous),"Maybe it's that most of Dumont's patrons are younger and have lower expectations, but I cannot recommend Dumont."
(escargot#positive),(food)(service),"Not only do they have the best escargot in town,they always try to accomodate our toddler."
,(anecdotes/miscellaneous),"I've been to Sotto Voce several time, and I have to say this one place that hits the nail right on the head ever time!"
(menu#negative),(food),"Between my guest and I, we sampled at least 80% of the menu, and they were all hits."
(Deco#positive),(ambience),The Deco and ambiance was really romantic.
,(anecdotes/miscellaneous),This is the best unknown restaurant in and around New York.
(french food#positive),(food),Just go in and sample the greatest french food west of Daniel.
(Indian food#neutral),(food),"For someone who used to hate Indian food, Baluchi's has changed my mid."
(curry#positive),(food),"Finally a curry that I can eat, enjoy and not suffer from gastritis from 3 hours later."
(poori#neutral),(food),"All are GREAT - poori, naan, paratha all FRESH."
(homemade breads#positive),(food),Try the homemade breads.
(sushi#positive),(food)(price),"This place has beautiful sushi, and it's delicious CHEAP. "
(Korean dishes#positive)(Korean dishes#neutral),(food)(price),It also has lots of other Korean dishes that are affordable and just as yummy.
(prix fixe menu#neutral),(food),I went for restaurant week and ordered off the prix fixe menu
(waiter#neutral)(waiter#positive),(service),"Not only was the waiter efficient and courteous, but also extremely helpful. "
,(price)(food)(anecdotes/miscellaneous),It took a bigger bite from my wallet than my appetite - I would not reccomend this to anyone that I would want to talk to me again!!
(place#neutral)(service#positive)(food#positive),(ambience)(service)(food),"This place is classy, chic, the service is warm and hospitable, and the food is outstanding."
,(anecdotes/miscellaneous),I read about this place in Time Out magazine.
,(anecdotes/miscellaneous),It's a great find in Astoria.
(burgers#neutral)(grilled cheeses#neutral)(french fries#positive),(food),"Great burgers, grilled cheeses and french fries."
(Yellowfin Tuna#neutral)(Calf's liver#neutral),(food),The Yellowfin Tuna and Calf's liver are my favorites!
(Sushi#positive),(food),Sushi so fresh that it crunches in your mouth.
(bill#positive),(price),But make sure you have enough room on your credit card as the bill will leave a big dent in your wallet.
,(ambience),Despite the 5th ave address there are no frills whick I also love.
(steak#neutral)(choices of sauces#neutral)(sauce cart#neutral)(table#neutral),(food),They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak (I tried them ALL).
(sushi#positive)(entrees#positive),(food),"Not only was the sushi fresh, they also served other entrees allowed each guest something to choose from and we all left happy (try the duck!"
(variety#positive)(variety#neutral),(food),good variety but nothing surprising.
(utensils#neutral)(pie#neutral),(service),"After I paid for my purchase, I noticed they had not given me utensils so I could eat my pie."
(thin crust#positive)(slices#positive),(food),Likewise if you like really thin crust or really big slices then Nick and Joe's may not be your favorite.
,(anecdotes/miscellaneous),It's always quiet because it's awful.
(green beans#positive)(anchovy dressing#neutral)(nicoise olives#neutral)(red onion#neutral),(food),"No green beans, no egg, no anchovy dressing, no nicoise olives, no red onion."
(meal#negative)(Amazin' Greens salads#negative)(Buffalo Chicken Kickers#negative)(Cinna Stix#negative)(side orders#negative),(food),"Build a meal with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix."
(meaty chili#neutral)(stuffed baked potatoes#neutral)(stuffed baked potatoes#positive)(chocolate Frosty#positive)(chocolate Frosty#neutral),(food),"Thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate Frosty."
(waiter#negative)(menu#negative),(food),I always find myself asking the waiter to make something bland and different than what is on the menu.
(cake#positive)(cake#positive)(employees#neutral),(food)(service),"Good cake BUT: it was not the best cake i've ever had, and definately not worth standing outside on the sidewalk being herded like cattle by indifferent and overworked employees."
(Cherry Marscapone#neutral),(food),"The closest that I got was the Cherry Marscapone, but they were out of it that day."
(roti canai appetizer#positive)(fried pancake served with pungent curry dipping sauce#negative)(fried pancake served with pungent curry dipping sauce#neutral),(food),"The homage to India is most evident in the delectable roti canai appetizer, a fried pancake served with pungent curry dipping sauce, while the mango chicken offers a surprisingly sophisticated, fresh take on sweet-and-sour."
(atmosphere#negative)(atmosphere#positive),(ambience),"It doesn't look like much on the outside, but the minute you walk inside, it's a whole other atmosphere."
,(anecdotes/miscellaneous),I have to say the place was awesome.
(ground chickpea soup#negative)(starter#negative),(food),The ground chickpea soup we sampled as a starter tasted somewhat thin.
(sushi#negative),(food),"We requested they re-slice the sushi, and it was returned to us in small cheese-like cubes."
(bartenders#neutral),(service)(food)(ambience),"The service, however, is a peg or two below the quality of food (horrible bartenders), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes from the staff) getting loaded for an AC/DC concert or a Knicks game."
(meal#positive),(food),"If you're in the neighborhood, definitely stop by for a great meal."
(desserts#negative),(food),"Unfortunately, with our show tickets, we didn't have time to sample any desserts."
,(ambience)(anecdotes/miscellaneous),"The restaurant could use a little paint, but all in all a great sushi place!"
(tables#positive),(ambience),Make more tables- perhaps a rooftop bar?
(decoration#neutral),(ambience)(anecdotes/miscellaneous),"The decoration was feeling like we was on the Cairo, actually the street is part of that adventure."
(ambience#positive)(food#positive)(ambience#positive)(catfish#positive)(service#positive),(ambience)(food)(service),"Although small, it has beautiful ambience, excellent food (the catfish is delicious - if ya don't mind it a lil salty) and attentive service."
(food#neutral),(anecdotes/miscellaneous),I didn't go there for food so I can't comment.
,(anecdotes/miscellaneous),"My friends and I go once a week (minimum, we live in the area) and everytime can't resist walking out ready to burst."
(brisket#positive)(ribs#positive)(wings#positive)(cajun shrimp#positive),(food),"Stick to the items the place does best, brisket, ribs, wings, cajun shrimp is good, not great."
(atmosphere#neutral)(atmosphere#neutral),(ambience),"Hip boutiques and bars on Ludlow add to the artsy, laid-back atmosphere at this Israeli-style takeout and eat-in burger joint."
(counter#negative),(ambience),"Young neighborhood trendies graze at the counter during the day, while chic, art-house drinkers with heavy doses of the munchies pile in late at night."
(bottle of wine#neutral),(anecdotes/miscellaneous),Bring your date and a bottle of wine!
,(anecdotes/miscellaneous),"Not only is this the best Thai restaurant I have been to, but it also ranks as one of my favorite places to dine."
,(anecdotes/miscellaneous),Don't be put off by another reviewers extremely negative review.
(menu#positive)(Japanese dishes#positive)(Japanese dishes#neutral)(Japanese dishes#neutral)(spicy cod roe spaghetti#neutral)(spicy cod roe spaghetti#positive)(black cod with miso base#positive)(rack of lamb in black truffle sauce#positive),(food),"My Chelsea's impressive and creative menu includes modern, Westernized Japanese dishes such as Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few."
(food#positive),(food)(price),"His food is excellent (and not expensive by NYC standards- no entrees over $30, most appetizers $12 to 14)."
(food#neutral),(food)(anecdotes/miscellaneous),The food is consistant and good but how it got name Best Diner In Manhattan is beyond me.
(pasta primavera#positive)(fresh veggies#positive),(food),"The pasta primavera was outstanding as well, lots of fresh veggies."
(sushi#positive),(food),"don't get me wrong - sushi was good, just not fantastic."
(flan#positive),(food),Being Puerto Rican I know a thing or two about flan and this place serves one of the best (I hope Mom doesn't read this!).
(pizza#positive),(food),"Been to the one in Brooklyn for over 25 years, now I dont have to go over the bridge for the best pizza ....Hanx"
(dinner#positive)(dinner#neutral),(food)(anecdotes/miscellaneous),Had dinner here on a Friday and the food was great.
(wine#positive)(dessert menu#positive),(food)(anecdotes/miscellaneous),"We recently spent New Year's Eve at the restaurant, and had a great experience, from the wine to the dessert menu."
(place#neutral),(ambience)(anecdotes/miscellaneous),"Highly recommended...  As stated, I haven't dined *in* the restaurant but stopped by there to pick up takeout and it seems a very relaxing place; also, the bar looks nice."
(ambiance#positive),(ambience),"The ambiance was fine, a little loud but still nice and romantic."
(filet mignon#positive)(appetizers#positive)(non-sushi selection#positive),(food)(price),"but, the filet mignon was not very good at all cocktail hour includes free appetizers (nice non-sushi selection)."
,(service),It took about 2 1/2 hours to be served our 2 courses.
(place#positive),(ambience),Who said go when the place is quiet during the day?
(size#positive),(ambience),Can be a bit busy around peak times because of the size.
(place#positive)(place#positive)(chicken tacos#neutral),(food)(ambience)(anecdotes/miscellaneous),"I was on jury duty, rode my bike up Centre Street on my lunch break and came across this great little place with awesome chicken tacos and Hibiscus lemonade."
(soup#positive)(french dish#positive)(french dish#positive),(food)(anecdotes/miscellaneous),good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a glass of wine.
(place#positive),(ambience),Very nice touch that very much fits the place.
(casual drink#positive),(ambience),"However, there is just something so great about being outdoors, in great landscaping, enjoying a casual drink that makes going to this place worthwhile."
(dance floor#neutral),(anecdotes/miscellaneous),We were seated promptly in close proximity to the dance floor.
(pre-show meal#neutral),(anecdotes/miscellaneous),"If you are here as a pre-show meal, hop in a cab and take the extra 10 minutes to go to the uptown location."
,(ambience),A plus was the good mix of people in their twenties that provided for great eye-candy while I was there.
(fried foods#negative)(dishes#positive)(dishes#positive)(lamb entree#neutral),(food),"The comments about fried foods is correct (below) but the other dishes, including the lamb entree and many of the salads (avocado shrimp) were quite good."
,(anecdotes/miscellaneous),It's best to go on a cold night with a close friend or a good book.
(service#neutral),(service)(anecdotes/miscellaneous),"Slow service, but when you're hanging around with groups of 10 or 20, who really notices?"
(sauce#positive)(dabs of real mozzarella#positive),(food),The sauce is excellent (very fresh) with dabs of real mozzarella.
(drinks#negative)(people#negative),(food)(service),"Don't ever bother - the drinks were awful, but it was the people who work there that really made this the worst experience at dining."
(place#positive)(place#positive),(ambience),"The room is a little plain, but it's difficult to make such a small place exciting and I would not suggest that as a reason not to go."
(Prices#positive),(price),Prices even outside of restaurant week were great.
(outdoor eating area#positive)(outdoor eating area#positive)(space#neutral)(space#positive),(ambience),"A small, outdoor eating area makes for a private, comfortable space to study alone or meet up with friends."
,(anecdotes/miscellaneous),Before the place didn't call my attention.
([female] servers#positive)([female] servers#neutral),(service),"And all the [female] servers are cute too, which is always nice."
(dessert#neutral)(dessert#positive),(food),"The best dessert, a chocolate and peanut butter tart, isn't particularly Hawaiian, but it's a small world when it comes to sweets."
(appetizer#neutral)(calamari#neutral),(food),"for an appetizer, their calamari is a winner."
(service#positive)(food#positive),(service)(food),Satay is one of those favorite haunts on Washington where the service and food is always on the money.
(dinner#neutral)(music#neutral)(lounge#neutral),(ambience),After dinner I heard music playing and discovered that there is a lounge downstairs.
,(ambience),"But now that it's under new ownership and has been renovated, it looks great."
(bi-level space#positive)(bi-level space#neutral)(long bar#negative)(long bar#positive),(ambience),"The room is a gorgeous, bi-level space and the long bar perfect for a drink."
,(anecdotes/miscellaneous),Now we moved out of the state and every visit to NYC includes a stop here.
(appetizer selection#neutral)(mozzarella sticks#neutral)(menu#neutral),(food)(anecdotes/miscellaneous),"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu."
,(anecdotes/miscellaneous),I don't remember what we had; nothing was memorable.
,(food),It is bland and nothing extrodinary.
(service#positive),(service),I was especially impressed during the bday party when the waitstaff went above and beyond in helping me decorate and bring out a bday cake as well as offering prompt and friendly service to a 15 person party.
(chicken and falafel platters#neutral)(fresh leaf salad#positive),(food),The chicken and falafel platters were nondescript combinations with fresh leaf salad.
,(anecdotes/miscellaneous),"Every time I visit NYC, I come here."
,(anecdotes/miscellaneous),"I've been coming here regularly since it opened, about 2 years ago."
(atmosphere#positive),(ambience),"The atmosphere takes you to that place, the place many dream of."
(waiters#negative),(service),"several times and put up with the waiters' bad manners, knowing that their job isn't easy."
(service#positive)(desserts#positive)(coffee#positive),(service)(food),"The service is great (maybe even borderline nagging but at least you get attention), the desserts are excellent and the coffee is so very good..."
,(anecdotes/miscellaneous),We were seated next to a couple whose kitchen was being renovated and we agreed since we're all foodies who eat out a lot - that this wasn't a place we'd return to.
(served#neutral)(Focacchia bread#neutral),(food),They are served on Focacchia bread and are to die for.
(smoothies#positive)(fresh juices#positive)(fresh juices#positive),(food),"While the smoothies are a little big for me, the fresh juices are the best I have ever had!"
(food#neutral)(dish#neutral)(dish#positive),(food),"The food is just OKAY, and it's almost not worth going unless you're getting the pialla, which is the only dish that's really good."
(guac#positive)(fresh salsa#positive),(food),"The guac is fresh, yet lacking flavor, we like to add our fresh salsa into it."
(new menu#positive)(staff#positive),(food)(service)(price)(anecdotes/miscellaneous),"The new menu has a few creative items,they were smart enough to keep some of the old favorites (but they raised the prices), the staff is friendly most of the time, but I must agree with the person that wrote about their favorite words: No, can't, sorry..., boy, they won't bend the rules for anyone."
(food#positive),(food)(anecdotes/miscellaneous),It' only open for lunch but the food is so good!
(seafood#neutral)(Greek food#neutral),(food),If you like seafood and/or Greek food you will love this place though it is not limited to just these things.
(shepherds pie#neutral),(food),""" The menu includes pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians."
(food#negative),(food)(price),How can they survive serving mediocre food at exorbitant prices?!
(food#negative)(service#negative),(food)(service),The food was mediocre and the service was severely slow.
(food#negative),(food)(price),i have eaten here on a different occasion - the food is mediocre for the prices.
(menu#positive),(food)(anecdotes/miscellaneous),I'm looking forward to going back soon and eventually trying most everything on the menu!
(menu#negative),(anecdotes/miscellaneous),I just had my first visit to this place and can't wait to go back and slowly work my way through the menu.
(waiter#neutral)(waiter#neutral),(service)(anecdotes/miscellaneous),I asked repeatedly what the status of the meal was and was pretty much grunted at by the unbelievably rude waiter.
(vegan cranberry pancakes#neutral),(food),I stopped by for some brunch today and had the vegan cranberry pancakes and some rice milk.
,(ambience),"Weekends can get crowded, but still highly recommended."
,(ambience),It gets very crowded so I would suggest that you get their early.
(bartender#positive)(bartender#neutral)(bartender#neutral),(service),Sweet Irish bartender is always happy and able to bring a smile to my friends a my face.
,(anecdotes/miscellaneous),I always find myself sitting next to someone in the theatre industry- interesting to hear ideas hashed out while having a quick bite to eat.
(service#neutral),(service),Its good to go there for drinks if you don't want to get drunk because you'll be lucky if you can get one drink an hour the service is so bad.
(owner#negative),(service),"Anyway, the owner was fake."
(Owner#positive),(service),Owner is pleasant and entertaining.
(food#neutral)(waiter#neutral),(food)(service),"I have never in my life sent back food before, but I simply had to, and the waiter argued with me over this."
(food#positive),(ambience)(food),"Although the restaurant itself is nice, I prefer not to go for the food."
"(Creamy appetizers#neutral)(eggplant salad#neutral)(Greek yogurt (with cuccumber, dill, and garlic#neutral)(warm pitas#positive)",(food),"Creamy appetizers--taramasalata, eggplant salad, and Greek yogurt (with cuccumber, dill, and garlic) taste excellent when on warm pitas."
