(great size#amazing windows),It is a great size and amazing windows 8 included!
(does),Does everything I wanted this laptop to do.
(firewire#usb3#pc#usb3#mac os#windows),A veryimportant feature is Firewire 800 which in my experience works better then USB3 (in PC enabled with USB3)I was not originally sold on the MAC OS I felt it was inferior in many ways To Windows 7.
(design app),"It shouldn't happen like that, I don't have any design app open or anything."
,Never been happier using  computer.
(macbook pro),"I love this piece of equipment, It will be hard to go back to other type of laptop after using a MacBook Pro."
,This computer is not cheap and represent an achievement for me.
,Not as fast as I would have expect for an i5.
,"But until now, no complains at all."
(mac#dell),I bought this Mac in order to replace my old Dell laptop.
(new mac),The last new mac I bought was in 1998.
(unibody construction#apple),The unibody construction really does feel lot more solid than Apple's previous laptops.
,It's shiny and it's pretty.
(macbook pro#great product),The MacBook Pro is a great product which can meet the needs of the average consumer.
,"Great things come in small ""packages."
(word program),It is very fast and has everything that I need except for a word program.
(dvd#install software),Just beware no DVD slot so when I went to install software I had on CD I couldn't.
,I was told that it seems to be a multi - component failure.
(high performance),"It has a very high performance, just for what I needed for."
(set),Set up was easy.
,Its worth every Penny.
,and it fits in my briefcase with ease
,I have had a total of 5 different laptop from many different manufactures.
(xp#microsoft),"Unfortunately, it runs XP and Microsoft is dropping support next April."
(acer#system files),"Chatting with Acer support, I was advised the problem was corrupted operating system files."
,It wakes in less than a second when I open the lid.
,it is really expensive though.
,the only thing that bums me out about this purchase is they released a newer updated mbp seriously RIGHT after i bought this one.
(easy),Easy to set up and go!
(not),But I do NOT like Win8.
(hardware),It's not inexpensive but the Hardware performance is impressive for a computer this small.
,"Yeah, it's super expensive."
,Everything I wanted and everything I needed and the price was great!
(os),With the softwares supporting the use of other OS makes it much better.
(amazon),"I saved about $100 plus tax ordering on Amazon and since I have prime, it arrived overnight for just $3.99 more."
(cons#price),"CONS: Price is a bit ridiculous, kinda heavy."
(have),Have one myself and Love it!
,Be sure to have good air flow where ever you put it.
,It is better than my old acer laptop.
,"I switched to this because I wanted something different, even though I miss windows."
(mac),"At first, I feel a little bit uncomfortable in using the Mac system."
,It came in brand new and works perfectly.
,tried windows 8 and hated it !!!
,Just be careful; you always have to give up some good stuff for others.
(macbook pro),"This version of MacBook Pro runs on a third-generation CPU (""Ivy Bridge""), not the latest fourth-generation Haswell CPU the 2013 version has."
(xp#windows),"I used windows XP, windows Vista, and Windows 7 extensively."
,It is more than enough computer to keep up with the needs of a high school student.
,I called apple and no solution.
(pc),I was always against them but now I buying one I'll never go back to PC.
(word processing),"I'm using this computer for word processing, web browsing, some gaming, and I'm learning programming."
(pc),"I can never go back to a PC now, this machine never freezes or has any problems."
(outstanding graphics),It is super fast and has outstanding graphics.
,"It's a good fix, in my opinion."
(os),"Works well, and I am extremely happy to be back to an apple OS."
,I don't have any technical pearls to share.
(build quality#ca n't#unibody construction),"Here are the things that made me confident with my purchase:Build Quality - Seriously, you can't beat a unibody construction."
,Considering another computer should be out of the question
,It's fast at loading the internet.
,"Logic board utterly fried, cried, and laid down and died."
,They are simpler to use.
,The product is prefect for everyone.
(apple),My life has been enriched since I have been using Apple products.
,"The only thing I dislike is the touchpad, alot of the times its unresponsive and does things I dont want it too, I would recommend using a mouse with it."
(screen display ...#fast),I have had it over a year now with out a Glitch of any kind..I love the lit up keys and screen display...this thing is Fast and clear as can be.
,I decided to buy a few notebooks for my nephews for Xmas.
(have#macs),Have used only Macs for years.
,"You can imagine that an expensive item as a laptop will not be left on your front steps, it needs signature to pove that you received it."
(apple),You just cannot beat the functionality of an Apple device.
,My laptop is so light that I can take it with me anywhere.
,I am please with the products ease of use; out of the box ready; appearance and functionality.
,again this is just my personal honest opinion.
,"But for now, this laptop is still a workhorse."
(apple fan boy),"LOVE IT I've always been an apple fan boy, but never had the money to buy a mac, only ipads and iphones, and this is my first mac, blew me away completely."
,"My wife was so excited to open the box, but quickly came to see that it did not function as it should."
(dell#macbook pro),"When my Dell laptop gave up only after 2 1/2 years, I decided to buy MacBook Pro."
,The exterior is absolutely gorgeous.
(disc drive),the latest version does not have a disc drive.
,"Yes, that's a good thing, but it's made from aluminum that scratches easily."
,"However, you have to adjust yourself to what it will do, not what you want it to do."
(amazing price#amazon),I got this at an amazing price from Amazon and it arrived just in time.
(mac),I am very happy with my first Mac.
,It is very easy to navigate even for a novice.
(brand new laptop),This is why I purchased a BRAND NEW LAPTOP in the first place so it wouldn't have ANY problems.
,"Honestly, I am surprised no one else has mentioned returning theirs."
(logic board),More likely it will require replacing the logic board once they admit they have a problem and come up with a solution.
,It has been to early to see if this actually fixes the problem or not though.
(nice),"Nice screen, keyboard works great!"
(easy),Easy to install also small to leave anywhere at your bedroom also very easy to configure for ADSl cable or wifi.
(macbook),And now I am a proud MacBook owner also!
(slow operation),I've lived with the crashes and slow operation and restarts.
,"I thought that it will be fine, if i do some settings."
,I've had my computer for 2 weeks already and it works perfectly.
(apple),"Before I begin, I will say that I am not like a good percentage of the people that will end up writing a review on this computer - I am not an Apple fanboy."
(internal speakers#price tag),"Other than not being a fan of click pads (industry standard these days) and the lousy internal speakers, it's hard for me to find things about this notebook I don't like, especially considering the $350 price tag."
,and the speakers is the worst ever.
,It's so nice that the battery last so long and that this machine has the snow lion!
(new laptop),"I paid for a new laptop, but was sent a used one."
,It's silent and has a very small footprint on my desk.
(hdmi),I tried several monitors and several HDMI cables and this was the case each time.
,"Its seen in movies, sitcoms, prominent important people carry and use them and they are GREAT!"
(form factor#great battery life),"Awesome form factor, great battery life, wonderful UX."
(cd/dvd#power switch),Needs a CD/DVD drive and a bigger power switch.
(macbook),I told them that I just received my brand new MacBook but I was having issues.
,I'm no regular customer I hate wasting my time with hellos and how can I help you's.
,I will upgrade the ram myself (because with this model you can you can do it) later on.
,so when I had the money to buy one I bought other things instead....a 700 laptop and some extra stuff with it.
,I am not happy with my purchase
(amazing performance),Amazing Performance for anything I throw at it.
,Why not 5 stars?
,"it has all the features that we expected and the price was good, working well so far."
(pc#mac),Being a PC user for many years to switch to a Mac I will not go back.
(manylegacy programs#photoshop),"In fact I still use manyLegacy programs (Appleworks, FileMaker Pro, Quicken, Photoshop etc)!"
(os),I was extremely happy with the OS itself.
,"At $1899 to start, this is no cheap machine."
,The speakers could have been better but it wasn't a deal breaker... this is a great little laptop... love it!
,And mine had broke but I sent it in under warranty-no problems.
(macs),What angers me more than anything else is that I spent all those years hating MACs when I could have been getting a lot more production with a whole lot less grief!
,Deal of the year.
(thank),Thank goodness for OpenOffice!
,A great college tool!
,The old unibody macbook pro could fry an egg after a while.
,I was so excited to get this in the mail i nearly gave myself a heart attack.
(external power),"The case is now slightly larger than the previous generation, but the lack of an external power supply justifies the small increase in size."
(windows),Not sure on Windows 8.
(mac),"Bottom line, if you can afford it, get a Mac!"
(windows),I do not like too much Windows 8.
(macbook pro#apple),This was a significantly more affordable than getting a new MacBook Pro from Apple.
,Cost is more as compared to other brands.
(buy#ram),Buy the separate RAM memory and you will have a rocket!
,This computer does everything i need it to do for school and more.
,I'm Not exagerating when I say this computer is perfect..i It is!!
,I just hope this expensive laptop doesn't go dead like my friends...it did last him 5 good years before it bit the dust.
(tech support),tech support would not fix the problem unless I bought your plan for $150 plus.
(mac#book pro),"So, I thought why not give Mac Book pro a try."
(cool software#os),It just works out of the box and you have a lot of cool software included with the OS.
(bluetooth devices#usb),"It is very easy to integrate bluetooth devices, and USB devices are recognized almost instantly."
,Sure it's not light and slim but the features make up for it 100%.
,I finally own a piece of computing equipment that I don't want to take a baseball bat and destroy.
(macbook),The reason why I choose apple MacBook because of their design and the aluminum casing.
(ssd),I did add a SSD drive and memory
(built-in camera),"Also, in using the built-in camera, my voice recording for my vlog sounds like the interplanetary transmissions in the ""Star Wars"" saga."
,It's a nice little gadget.
,I will not be using that slot again.
,"Out of all the laptops I have owned, this is by far the best!"
(pc),I will never go back to a PC again!
(great screen#beautiful apps),"fast, great screen, beautiful apps for a laptop;priced at 1100 on the apple website;amazon had it for 1098+ tax -  plus i had a 10% off coupon from amazon-cost me 998 plus tax- 1070- OTD!"
,"It's fast, light, and is perfect for media editing, which is mostly why I bought it in the first place."
(mbp),The MBP is beautiful has many wonderful capabilities.
,So glad I did not waste money on a less than par product.
(set),Set up was a breeze.
,"I know Apples are more expensive than PCs, but he thinks it is worth every penny."
(macbook pro),I stayed up half the night enjoying my new MacBook Pro.
,"I work as a designer and coder and I needed a new buddy to work with, not gaming."
,"This is by far thee best, most reliable computer I could find."
(perfect#graphic design classes),Perfect for all my graphic design classes I'm taking this year in college :-)
,Very happy with my purchase.
(apple),The one thing that Apple does right is computers.
,No startup disk was not included but that may be my fault.
,I like the operating system.
,So much faster and sleeker looking.
,The battery is not as shown in the product photos.
(well),Really great...Well let me start at the beginning.
,air has higher resolution but the fonts are small.
(seems#apple),Seems to me that's the best way to get Apple's attention.
(fast performance),I am loving the fast performance also.
(my trackpad is not working),MY TRACKPAD IS NOT WORKING.
,The machine is speedy and efficient.
(system- size#excellent durability),also...- excellent operating system- size and weight for optimal mobility- excellent durability of the battery- the functions provided by the trackpad is unmatched by any other brand-
,It was getting old and I needed a new school computer.
,$999.00 Tax free.
,"Also, it hardly ever crashes."
,Starts up in a hurry and everything is ready to go.
,Still not bad for 220.00.
(wireless mouse#key board),"I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the key board, as I am used to a bigger one and pounding."
(apple),This is especially disheartening when Apple prides itself as the choice of creative professionals.
,Great deal on an amazing lap top!
,"Soft touch, anodized aluminum with laser cut precision and no flaws."
,That defeated the whole point of a laptop.
(macbook pro#buy#macbook),I bought this Macbook Pro from Best Buy under a year ago to replace my old Macbook Air.
(garage band),Came with iPhoto and garage band already loaded.
,The device speaks about it self.
(mac),"So, I'm cooled on Mac buys."
(pc#osx),"I had the same reasons as most PC users: the price, the overbearing restrictions of OSX and lack of support for games."
(mac mini),But the performance of Mac Mini is a huge disappointment.
(windows),"I also wanted Windows 7, which this one has."
(mac),I purchased my first Mac and am glad I did.
,And if you are switching from a pc I hilghy sugest this one.
,Trashed it when I spilled a latte on it while writing at a cafe.
(correct keys),It's been a couple weeks since the purchase and I'm struggle with finding the correct keys (but that was expected).
,"That's quite a bump up from the $599 that this little guy sells for, which leaves me to my next point."
(acer),When it broke I wanted another Acer and chose the V5.
,GET THIS MACHINE
(mac),I thought the transition would be difficult at best and would take some time to fully familiarize myself with the new Mac ecosystem.
,It couldn't have been a better decision.
(acer),It is much better than the Acer ultrabook I had before.
,I got the new adapter and there was no change.
,Turns out this is a common problem.
(mac os),I blame the Mac OS.
,"However, the machine itself left a bit to be desired."
,I will also say it is much better than I expected!
(mac),"I've only had it one day, but I really do love it and I'm happy it was economical and I'm finally able to own a Mac!"
,Nothing bad to say about it.
,packing and everything was perfect
(mini),Pretty much made sense to get a Mini.
(mac),It is the best all around Mac.
(thank),Thank you so much for the great item.
(windows),And I may be the only one but I am really liking Windows 8.
,I am so addict to this laptop.
(hp#asus#acer),"Looked at HP, ASUS, Acer, Sony and a bunch of other ones but could not find I really liked."
,Strong build though which really adds to its durability.
,Also stunning colors and speedy
(shipping),Shipping was quick and product described was the product sent and so much more...
,"you will not regret it, promise you!"
,This mouse is terrific.
,I was looking for something in between a regular laptop and a tablet and this is it.
,Made interneting (part of my business) very difficult to maintain.
,This mac has been a problem since we got it.
,I think that was a great decision to buy
(intel#graphics work),"The only task that this computer would not be good enough for would be gaming, otherwise the integrated Intel 4000 graphics work well for other tasks."
,"Super light, super sexy and everything just works."
(great service),thanks for great service and shipping!
(perfect),Perfect--thanks so.
(osx#fast),"However, I can refute that OSX is ""FAST""."
(ram#ram),It also comes with 4G of RAM but if you're like me you want to max that out so I immediately put 8G of RAM in her and I've never used a computer that performs better.
,The item received was exactly as identified.
,It's great for streaming video and other entertainment uses.
(personal life),It completely supports my home business and personal life.
(apple products),I enjoy having apple products.
,The memory was gone and it was not able to be used.
(mac mini#wireless keyboard / mouse#hdmi#real work),"The MAC Mini, wireless keyboard / mouse and a HDMI cable is all I need to get some real work done."
(pro-active type),I'm the pro-active type so I went off and did some preventative fixes.
(mac),I was really happy because it is a much better price on amazon.com than it was in the Mac store.
,This is no exception.
,"There are reviews that speak to a few possible glitches but, I haven't seen them yet."
,It was quite easy.
,Nothing wrong with this computer at all!
(windows),"Lastly, Windows 8 is annoying."
(mac),"Yes, he is a self professed ""Mac snob."
(macbooks#black macbook),This is the third in a series of MacBooks starting with a Black MacBook.
,It's absolutely wonderful and worth the price!
,Its everything mac offers.
,"I want the portability of a tablet, without the limitations of a tablet and that's where this laptop comes into play."
(graphics),Graphics are much improved.
,Very nice so far.
(screen),Screen - although some people might complain about low res which I think is ridiculous.
,Quick and has built in virus control.
(apple),I saw the bad reviews from people saying to buy directly from Apple and I was concerned but I took my chances and am overly impressed.
,I hope this review helps.
(small screen#works fine),I had a little problem adjusting to the small screen but works fine as long as I remember to carry my glasses.
,Added an iMac about 2 years later.
(apple tech support),I understand I should call Apple Tech Support about any variables(which is my purpose of writing this con) as variables could be a bigger future problem.
(user#ram),User upgradeable RAM and HDD.
,Minis make sense for a lot of people.
,"The battery was completely dead, in fact it had grown about a quarter inch thick lump on the underside."
(pc),But for those of you that dont have a mac and are still on the PC's this is a good foot in the door into mac.
(technical support),so i called technical support.
(dell),I previously owned an older Dell laptop that died after about 5 or 6 years.
(mountain lion),But the mountain lion is just too slow.
(system beats#windows),From the speed to the multi touch gestures this operating system beats Windows easily.
,"Harddrive was in poor condition, had to replace it."
(macbook pro),This was a great deal for a decked out MacBook Pro.
(amazon),I have to wonder why Amazon is even selling this dinosaur.
,"While we struggle with all the crashes and viruses, the kids computers stay consistent and so we caved in and bought one for buisness!"
(time response),"!Excelent performance, usability, presentation and time response."
(macbook pro#pc#pc),"I bought this MacBook Pro to replace my six-year-old PC (a Sony Vaio), but it was basically no better than my old PC, so I returned it."
,"However, there are MAJOR issues with the touchpad which render the device nearly useless."
(battery life),The battery life is excellent- 6-7 hours without charging.
,I have just had to learn to be a little harder typer than on my last computer.
,"The machine is used, but is like new, i'm very impress."
,Solution: it turned out to be pretty simple.
(mavericks),I've already upgraded o Mavericks and I am impressed with everything about this computer.
(apple#apple),"Apple no longer includes iDVD with the computer and furthermore, Apple doesn't even offer it anymore!"
(ca n't#hard drive),I can't believe how quiet the hard drive is and how quick this thing boots up.
,Best money I ever spent.
(new features),"it's exactly what i wanted, and it has all the new features and whatnot."
,The SuperDrive is quiet.
(screen),Screen is bright and gorgeous.
(battery life#amazing),"This by far beats any computer out on the market today built well, battery life AMAZING."
(huge apple mac fan),HUGE Apple MAC Fan!
(mbp),"Their products, including the MBP, are beautiful, sleek and clever."
,I was amazed at how fast the delivery was.
,OSX Lion is a great performer..extremely fast and reliable.
(2.9ghz dual-core i7 chip),The 2.9ghz dual-core i7 chip really out does itself.
,"I have experienced no problems, works as anticipated."
(apple),"***The review below is no longer relevant, Apple has fixed the issue."
,not something you want to miss out on!!!
,This was a gift for my grand son.
,The price is 200 dollars down.
(card reader),The first time I used the card reader it took half an hour and a pair of tweezers to remove the card.
(mac os),Now that I have upgraded to Lion I am much happier about MAC OS and have just bought an iMac for office.
,10/10 five stars would recommend.
,?I am only interested in the 15.4  McBook Pro  Model # MD103LL/A
(mac),"It's small but powerful, light but strong, elegant and beautiful... In resume: it's a Mac!"
,Very Very Highly Recommended.
,"If you ask me, for this price it should be included."
(apple),Very disappointed with Apple.
,"This machine is flawless, fast, and classy."
,I am still in the process of learning about its features.
(mini#'s body#good reason),The Mini's body hasn't changed since late 2010- and for a good reason.
(disk drive),It's ok but doesn't have a disk drive which I didn't know until after I bought it.
(macbook),"A scratch on a $1,500 MacBook is unforgivable."
(powerful performance),"I was considering buying the Air, but in reality, this one has a more powerful performance and seems much more convenient, even though it's about .20 inch thicker and 2 lbs heavier."
,"The screen, the software and the smoothness of the operating system."
,I am replacing the HD with a Micron SSD soon.
(was),Was skeptical about buying an electronic item online but it turned out to be a positive experience.
,I like the brightness and adjustments.
(on/off switch),The on/off switch is a bit obscure in the rear corner.
(apple),Apple did a great job.
,The performance is definitely superior to any computer I've ever put my hands on.
(mac),Even though I could have gotten a pc twice the speed for the same price I still think there's nothing like a Mac.
(macbook#mac mini),I went from a Macbook to this Mac Mini and this was a great upgrade!
,Built-in apps are purely amazing.
,HOWEVER I chose two day shipping and it took over a week to arrive.
,"Every time I log into the system after a few hours, there is this endlessly frustrating process that I have to go through."
,It is fast and easy to use.
(apple),No complaints for an Apple product.
(macbook pro),The Macbook Pro is the premier choice for college students.
(great value),Exactly as posted plus a great value.
(apple#macbook pro),"Since I have always used Apple products, the choice of Macbook Pro was obvious."
(macbook#macbook pro),"I was having a though time deciding between the 13"" MacBook Air or the MacBook Pro 13"" (Both baseline models, priced at 1,200 $ retail)"
,"Most of them were either too big, too noisy and too slow after 2 years."
,The durability of the laptop will make it worth the money.
(quality computer),"I am going to college next year and I needed a cheaper, quality computer for the goals I am trying to pursue."
,Best commuter I have ever owned.
,To me it's a workhorse... and quiet as can be... you even save big bucks not dishing out any extra to Uncle Sam... Definite Buy...
(usb),"This laptop has only 2 USB ports, and they are both on the same side."
,"It feels cheap, the keyboard is not very sensitive."
(ventilation system#steam games),"Additionally, there is barely a ventilation system in the computer, and even the simple activity of watching videos let alone playing steam games causes the laptop to get very very hot, and in fact impossible to keep on lap."
(wifi#long battery life),"I am pleased with the fast log on, speedy WiFi connection and the long battery life (>6 hrs)."
(mac),Just bit the bullet and bought the Mac hoping it will last a lot longer?
,"Besides, the apple stocks have been falling due to lack of sales."
,I found the mini to be:Exceptionally easy to set up
(hard disk#ssd drive),"After replacing the spinning hard disk with an ssd drive, my mac is just flying."
(pc),I love it and would recommend it to everyone who is tired of the constant attention PC's require.
(boot),"Boot time is super fast, around anywhere from 35 seconds to 1 minute."
,I would recommend to any one lloking for a first class computer!
,"This item is a beautiful piece, it works well, it is easy to carry and handle."
,It really is very light compared to other computers.
(pc),"It doesnt get hot like my PC, with technology always at the tip of our fingertips anytime I forget how to do something i just google it."
(slim plastic case),i have dropped mine a couple times with only a slim plastic case covering it.
(great computer),"The price is higher than most lab top out there; however, he/she will get what they paid for, which is a great computer."
(overall),"Overall it's an amazing product, 5 stars!"
(apple),"What can I say, It's an Apple."
,it does get hot when using on a bed or sofa and gets warm on a desk....this is in an un-air conditioned room.....in air condition it gets slightly warm......
(wo n't#acer),It's annoying very much and I won't ever buy any Acer products.
(runs),Runs real quick.
(microsoft windows),The Mountain Lion OS is not hard to figure out if you are familiar with Microsoft Windows.
,"A *big* upgrade from my 13"" 2006 macbook."
(mbp#os),"First off, I really do like my MBP... once used to the OS it is pretty easy to get around, and the overall build is great... eg the keyboard is one of the best to type on."
,SO of course this one came through with the awesomeness!
,They replaced it and so far so good.
,Plus two finger clicking as a replacement for the right click button is surprisingly intuitive.
,This is my first apple laptop.
(macbook),I bought this one for my 11 year old and the MacBook Air for my 9 year old.
(mini mac#buy),I saw the Mini Mac at Best Buy and decided to get this as my replacement.
(mac#application crash),"Having heard from friends and family about how reliable a Mac product is, I never expected to have an application crash within the first month, but I did."
(mini),"I have an iPhone, and iPad, so it just made sense to finish off the platform by adding the Mini."
,The sound is nice and loud; I don't have any problems with hearing anything.
,I find it not to be very user friendly.
(apple#dvd#firewire),Apple removed the DVD drive Firewire port (will work with adapter) and put the SDXC slot in a silly position on the back.
,Definitely worth spending the money on it.
(macbook pro),"The investment of a new MacBook Pro came at a price, but totally worth it for a good piece of mind."
,So glad I have gone this route!!
,Just What I Needed For Portable And My Wallet Too!
(mac),Mac tutorials do help.
,It's the mid 2012 version.
(apple),"And the fact that Apple is driving the 13"" RMBP with the Intel4000 graphic chip seems underpowered (to me."
,You can do absolutely anything and is very fast and stylish.
,I haven't used the product long enough to write a detailed technical review.
,The baterry is very longer.
(fast shipment#great price),Thanks for the fast shipment and great price.
(mac mini#macbook pro),This Mac Mini makes the Macbook Pro seem slow.
,I would suggest this product to anyone.
,I've had it for about 2 months now and found no issues with software or updates.
(usb),I also made a recovery USB stick.
,I was going to buy today and noticed it went back up to $344.99?
,Its a pretty decent computer.
,All I can say is I am impressed.
,Its size is ideal and the weight is acceptable.
(macbook),Can you buy any laptop that matches the quality of a MacBook?
(mac),If you have to ask you don't own a Mac and your just not in the know.
,All the above aside this machine ROCKS!
,Very nice unibody construction.
,This mac does come with an extender cable and I'm using mine right now hoping the cable will stay nice for the many years I plan on using this mac.
,"It will make life so much easier next semester, just wish I had it last semester!!"
(mac),It is made of such solid construction and since I have never had a Mac using my iPhone helped me get used to the system a bit.
,This laptop is a 100 times better than a Chromebook!
,I had to return it because it wouldn't even start.
,It's macbook pro and there is no discusion about it.
(friendly use#apple),"It is robust, with a friendly use as all Apple products."
,its as advertised on here..... it works great and is not a waste of money!
(mac),It's great to have a solid Mac in the living room.
(os),Premium price for the OS more than anything else.
(usb3#mini),Having USB3 is why I bought this Mini.
,Ideal for someone on the go or for a high school students.
,I am very satisfied with the mini.
(cons#screen),Cons: Screen resolution.
,Everything is so easy and intuitive to setup or configure.
,"For this purpose, it's great."
(mac mini),I finally pulled the trigger and I am blown away by how much more I enjoy my computer tasks using the Mac Mini!!!
(mac),Having a Mac certainly makes life easier.
(macbook),Far superior to my MacBook.
(windows),I would have given it 5 starts was it not for the fact that it had Windows 8
(mac#total cost#initial price tag),"When considering a Mac, look at the total cost of ownership and not just the initial price tag."
,No hassle and no complaints.
,"There is no ""tools"" menu."
,Put a cover on it and is a little better but that is my only complaint.
,Very light and easily maneuverable.
(retina display ...),I haven't tried the one with retina display... Maybe in the future.
(mac mini#bluetooth#mac os),"Further, this Mac Mini has a sloppy Bluetooth interface (courtesy of the Mac OS) and the range is poor."
,"The criticism has waned, and now I'd be the first to recommend an Air for truly portable computing."
,"I wanted a simple, reliable  laptop."
,And it's so quiet that I don't hear it at all.
,It is really easy to use and it is quick to start up.
,but in resume this computer rocks!
